contract_id,contract_start_date,annual_amount,ejari_property_sub_type_en,area_name_en
CNT2130413693,2025-04-01,50000,1bed room+Hall,Hor Al Anz
CNT2130779408,2025-05-01,53000,1bed room+Hall,Al Murqabat
CNT2128095871,2025-01-01,1584000,Room in labor Camp,Muhaisanah Second
CNT2131019240,2025-05-22,20000,Office,Port Saeed
CNT2130717419,2025-04-30,15000,Office,Al Mararr
CNT2131359923,2025-06-25,66500,Office,Eyal Nasser
CNT2130402489,2025-04-01,750000,Studio,Al Mararr
CNT2132690065,2025-09-01,72000,Office,Business Bay
CNT2129824241,2025-02-18,15000,Office,Al Goze Industrial First
CNT2127596106,2025-01-01,139000,Shop,Al Sabkha
CNT2130752088,2025-06-10,57000,2 bed rooms+hall,Al Nahda First
CRT2129270206,2025-01-03,215000,3 bed rooms+hall,Al Thanayah Fourth
CRT2130394296,2025-01-01,80000,Shop,Al Buteen
CNT2130234910,2025-02-24,150000,Room in labor Camp,Al Goze Industrial Fourth
CNT2132558664,2025-09-15,36000,1bed room+Hall,Al Warsan First
CNT2130243763,2025-02-15,645000,Room in labor Camp,Jabal Ali Industrial First
CNT2133171905,2025-10-24,20000,Office,Business Bay
CNT2127591128,2025-01-07,140000,1bed room+Hall,Jumeirah First
CNT2132465504,2025-08-15,58800,2 bed rooms+hall,Al Raffa
CNT2133169251,2025-08-03,1684800,Labor Camp,Muhaisanah Second
CNT2127032373,2025-01-01,1376400,Room in labor Camp,Dubai Investment Park Second
CNT2133435531,2025-11-10,20000,Office,Al Khabeesi
CNT2132064796,2025-08-03,97750,Warehouse,Ras Al Khor Industrial First
CNT2131253116,2025-07-01,119040,Office,Al Mamzer
CNT2077481974,2025-03-08,598805,,Al Goze First
CNT2133274140,2025-10-30,62000,1bed room+Hall,Al Murqabat
CNT2132487336,2025-09-02,40000,Studio,Nadd Hessa
CNT2131523679,2025-06-30,29000,Studio,Al Qusais Industrial Fifth
CNT2130187352,2025-03-17,15000,Office,Hor Al Anz
CNT2132664689,2025-09-11,1663200,Room in labor Camp,Jabal Ali Industrial First
CNT2127867527,2025-01-31,160000,Shop,Al Barshaa South Third
CNT2132234720,2025-08-13,15000,Office,Al Murqabat
CNT2131513240,2025-06-28,65000,1bed room+Hall,Um Hurair Second
CNT2133109145,2025-10-17,3500000,Room in labor Camp,Jabal Ali Industrial First
CRT2131845286,2025-07-01,146630,Office,Al Thanyah Fifth
CRT2130013476,2025-03-14,31200,Room in labor Camp,Jabal Ali Industrial First
CRT2133723786,2025-09-01,220000,Shop,Al Twar Fourth
CNT2132740922,2025-10-07,132825,3 bed rooms+hall,Business Bay
CRT2133746496,2025-12-01,5000,Office,Business Bay
CNT2134197859,2026-01-16,35000,Office,Ras Al Khor Industrial Third
CNT2133091152,2025-09-16,288000,Room in labor Camp,Muhaisanah Second
CNT2132573271,2025-01-01,1951565,1bed room+Hall,Jabal Ali First
CNT2130448195,2025-04-01,120000,3 bed rooms+hall,Rega Al Buteen
CNT2132367412,2025-08-19,105000,3 bed rooms+hall,Al Raffa
CNT2131373797,2025-06-25,32603,1bed room+Hall,Muhaisanah Fourth
CNT2133679381,2025-12-01,133000,Studio,Burj Khalifa
CNT2128824326,2025-02-26,39386,Shop,Al Suq Al Kabeer
CNT2130776349,2025-04-20,105000,Warehouse,Dubai Investment Park Second
CNT2130276683,2025-03-25,82000,3 bed rooms+hall,Madinat Hind 4
CRT2126793246,2025-01-01,100000,2 bed rooms+hall,Al Barsha South Fourth
CNT2131231846,2025-06-10,85000,1bed room+Hall,Al Hebiah First
CRT2132380636,2025-09-01,185000,2 bed rooms+hall,Al Thanyah Fifth
CNT2134272812,2026-01-16,20000,Office,Port Saeed
CNT2131349079,2025-06-17,15000,Office,Hor Al Anz
CNT2131800089,2025-06-01,351774,Shop,Al Warqa First
CNT2133318322,2025-10-21,52000,1bed room+Hall,Al Barsha First
CNT2127963523,2025-01-01,49163,Warehouse,Al Qusais Industrial First
CRT2127125296,2025-01-01,120000,2 bed rooms+hall,Marsa Dubai
CNT2131424753,2025-06-23,16000,Office,Al Garhoud
CNT2132703072,2025-09-19,70000,1bed room+Hall,Wadi Al Safa 7
CNT2132110993,2025-11-01,78000,2 bed rooms+hall,Oud Metha
CNT2133406185,2025-11-30,73750,2 bed rooms+hall,Mankhool
CNT2131694883,2025-06-08,29040,Studio,Wadi Al Safa 5
CNT2132785261,2025-10-11,43560,1bed room+Hall,Dubai Investment Park First
CNT2132713447,2025-09-20,15000,Office,Al Khabeesi
CNT2129845324,2025-02-10,1431000,Room in labor Camp,Muhaisanah Second
CNT2127501659,2025-02-14,92400,3 bed rooms+hall,Al Murqabat
CNT2132630820,2025-09-03,50000,1bed room+Hall,Eyal Nasser
CNT2130715342,2025-04-04,373614,Shop,Al Warsan First
CNT2133874229,2025-10-02,45000,1bed room+Hall,Al Warsan First
CNT2131585426,2025-07-02,43000,Studio,Madinat Al Mataar
CNT2129124093,2025-02-15,165000,2 bed rooms+hall,Business Bay
CRT2133992966,2025-12-29,120000,Office,Business Bay
CNT2134103279,2026-01-01,7000,Shop,Eyal Nasser
CNT2133208333,2025-11-20,900000,5 bed rooms+hall,Al Barsha Second
CRT2133217336,2025-10-28,70000,1bed room+Hall,Jabal Ali First
CRT2131584756,2025-06-20,90000,1bed room+Hall,Al Barsha South Fourth
CNT2130783385,2025-04-10,80000,Warehouse,Al Warsan First
CNT2128569814,2025-01-28,15000,Office,Trade Center First
CRT2132715905,2025-09-25,135000,1bed room+Hall,Burj Khalifa
CNT2129186606,2025-02-12,74500,2 bed rooms+hall,Al Bada
CNT2129933405,2025-01-24,44244,3 bed rooms+hall,Jabal Ali First
CRT2130050606,2025-03-01,225000,3 bed rooms+hall,Jabal Ali First
CRT2132834726,2025-09-15,115000,1bed room+Hall,Marsa Dubai
CNT2130926058,2025-06-05,45000,Studio,Jabal Ali First
CNT2131103740,2025-06-12,72000,2 bed rooms+hall,Al Mamzer
CNT2133447367,2025-11-11,15000,Office,Al Hamriya
CNT2133224852,2025-07-15,100000,3 bed rooms+hall,Mirdif
CNT2134235423,2025-12-20,84000,2 bed rooms+hall,Al Barsha First
CNT2131808006,2025-06-12,36000,Studio,Warsan Fourth
CNT2130459478,2025-04-15,152807,4 bed rooms+hall,Jabal Ali First
CRT2132699306,2025-09-16,60000,Office,Business Bay
CNT2131921273,2025-07-25,23000,Studio,Al Mararr
CNT2130076977,2025-03-08,15000,Office,Muhaisanah Fourth
CNT2132333613,2025-07-10,2754000,Room in labor Camp,Jabal Ali Industrial First
CNT2132264811,2025-08-07,2620000,Staff Accommodatoion,Al Warsan Third
CNT2130721323,2025-04-30,15000,Office,Al Hamriya
CNT2131354416,2025-07-01,31500,Studio,AL TWAR FIFTH
CNT2133607725,2025-11-24,720000,Room in labor Camp,Al Goze Third
CNT2131090687,2025-05-19,469440,Room in labor Camp,Jabal Ali Industrial First
CNT2126399248,2025-01-04,62640,Shop,Al Karama
CNT2132234371,2025-08-04,75020,2 bed rooms+hall,Al Barsha First
CRT2134178856,2025-11-11,47250,1bed room+Hall,Nadd Hessa
CNT2131078598,2025-06-01,44770,Shop,Al Suq Al Kabeer
CRT2133834406,2025-07-01,49000,2 bed rooms+hall,Al Dhagaya
CNT2130184621,2025-04-01,99750,2 bed rooms+hall,Trade Center First
CNT2127483650,2025-01-06,14000,Office,Port Saeed
CNT2127865549,2025-01-13,15000,Office,Al Goze First
CNT2127523222,2025-01-01,40000,Shop,Mirdif
CRT2132230146,2025-08-01,563950,Shop,Al Warsan First
CRT2133040216,2025-06-30,80000,2 bed rooms+hall,Al Barshaa South Third
CRT2130010926,2025-03-15,56000,1bed room+Hall,Al Ras
CRT2129187216,2025-01-01,410400,Room in labor Camp,Jabal Ali Industrial First
CRT2133713166,2025-10-15,70132,1bed room+Hall,Business Bay
CNT2132198758,2025-08-11,20000,Office,Business Bay
CRT2132928916,2025-10-05,170000,3 bed rooms+hall,Wadi Al Safa 5
CNT2132648078,2025-08-01,35000,Shop,Al Suq Al Kabeer
CNT2134017679,2026-01-15,145475,Office,Al Thanyah Fifth
CNT2133898567,2025-12-25,55000,1bed room+Hall,Hor Al Anz East
CNT2129826956,2025-01-01,85000,Shop with a mezzanine,Al Dhagaya
CRT2131230556,2025-06-10,165000,Office,Business Bay
CNT2133035318,2025-10-15,15000,Office,Al Mararr
CNT2127616103,2025-01-08,20000,Office,Business Bay
CNT2132831403,2025-10-10,26000,Studio,Al Suq Al Kabeer
CNT2133905341,2025-12-22,110000,Office,Business Bay
CRT2130034206,2025-03-05,75000,1bed room+Hall,Al Barsha South Fourth
CNT2130228487,2025-03-27,27720,1bed room+Hall,AL QUSAIS
CNT2132546799,2025-10-01,60000,Office,Dubai Investment Park First
CNT2131821837,2025-05-29,422896,Room in labor Camp,Jabal Ali Industrial First
CNT2128128554,2025-01-01,55000,1bed room+Hall,Al Suq Al Kabeer
CNT2133514935,2026-01-01,81600,,Al Qusais Industrial Fifth
CNT2133000312,2025-10-13,10000,Office,Al Raffa
CNT2133240603,2025-11-05,52000,2 bed rooms+hall,AL QUSAIS
CNT2132515934,2025-09-01,55000,1bed room+Hall,Madinat Al Mataar
CNT2131397550,2025-06-15,55000,1bed room+Hall,Al Raffa
CNT2131696460,2025-06-22,49000,1bed room+Hall,Wadi Al Safa 5
CNT2132333054,2025-08-21,12000,Office,Naif
CNT2132206181,2025-08-15,954000,Room in labor Camp,Jabal Ali Industrial First
CRT2130374596,2025-05-01,360000,3 bed rooms+hall,Burj Khalifa
CNT2133104775,2025-10-28,19000,Studio,Muhaisanah Fourth
CRT2129594956,2025-02-02,110000,7 bed rooms+hall,Al Rashidiya
CNT2131022991,2025-06-05,70000,1bed room+Hall,Al Garhoud
CNT2130026296,2025-03-04,15000,Office,Al Goze Industrial Third
CNT2130761099,2025-05-20,70000,2 bed rooms+hall,Al Nahda Second
CNT2129254892,2025-01-25,30000,Studio,Al Suq Al Kabeer
CNT2131791095,2025-07-10,152460,Office,Trade Center First
CNT2130594496,2025-02-06,48000,3 bed rooms+hall,Jabal Ali Industrial First
CNT2132034570,2025-06-05,65000,1bed room+Hall,Al Barsha First
CNT2132453508,2025-02-15,65000,2 bed rooms+hall,Al Murqabat
CNT2131829314,2025-05-15,748800,Room in labor Camp,Dubai Investment Park First
CNT2132688803,2025-07-01,1039500,Labor Camp,Jabal Ali Industrial First
CRT2133760376,2025-12-12,65000,Studio,Business Bay
CRT2133236946,2025-10-31,180000,2 bed rooms+hall,Al Barshaa South Second
CNT2130033553,2025-03-20,55000,1bed room+Hall,Mirdif
CNT2127338653,2025-01-01,1800000,Room in labor Camp,Al Warsan Third
CNT2132558543,2025-09-09,840000,Room in labor Camp,Al Goze Third
CNT2130084926,2025-03-29,25468,Studio,Al Warsan First
CNT2133879212,2025-11-05,47000,1bed room+Hall,Warsan Fourth
CNT2131851428,2025-07-15,39130,1bed room+Hall,Wadi Al Safa 5
CNT2129125762,2025-02-05,20000,Office,Business Bay
CNT2130041296,2025-02-20,200000,3 bed rooms+hall,Marsa Dubai
CNT2133746438,2025-12-15,699360,Office,Al Safouh Second
CNT2133294033,2025-10-08,1440000,Room in labor Camp,Jabal Ali Industrial First
CNT2128808235,2025-02-01,82000,1bed room+Hall,Al Jadaf
CNT2132835541,2025-08-31,150150,3 bed rooms+hall,Nadd Hessa
CNT2127753221,2025-01-01,818957,Warehouse,Al Goze Industrial First
CRT2130825026,2025-05-08,340000,4 bed rooms+hall,Al Hebiah Fourth
CRT2131346496,2025-06-19,40000,Office,Business Bay
CNT2133768813,2025-12-08,10000,Office,Al Garhoud
CNT2132242435,2025-05-08,100000,Studio,Al Rega
CNT2127673281,2025-01-21,37999,Studio,Jabal Ali First
CRT2133745426,2025-12-10,78000,1bed room+Hall,Mirdif
CNT2131873689,2025-07-17,20000,Office,Hor Al Anz
CNT2130279083,2025-03-20,903877,1bed room+Hall,Dubai Investment Park First
CNT2131162436,2025-06-02,15000,Office,Al Muteena
CNT2128121874,2025-01-01,100000,Shop,Ras Al Khor Industrial Second
CNT2131091787,2025-05-20,114950,3 bed rooms+hall,Mankhool
CNT2130220047,2025-03-01,252000,Room in labor Camp,Muhaisanah Second
CNT2130316576,2025-03-27,54000,2 bed rooms+hall,Al Karama
CNT2129961264,2025-01-01,254707,Room in labor Camp,Jabal Ali Industrial First
CNT2132167250,2025-08-15,50000,Studio,Al Merkadh
CRT2130244056,2025-01-01,50000,Office,Al Dhagaya
CNT2126482893,2025-01-01,63250,2 bed rooms+hall,Port Saeed
CNT2128527746,2025-01-02,3275000,Room in labor Camp,Al Warsan Third
CNT2131070132,2025-05-26,50000,Studio,Al Hebiah Fourth
CNT2128733799,2025-02-01,29264,Studio,Al Warsan First
CNT2129838796,2025-02-19,180000,Office,Al Sabkha
CNT2131152077,2025-07-02,53000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2134191763,2026-01-25,279000,3 bed rooms+hall,Al Kheeran
CNT2134151431,2026-01-08,17000,Office,Al Mararr
CNT2131195336,2025-06-01,84000,Kiosk,Hor Al Anz East
CRT2127491216,2025-01-01,5000000,Studio,Dubai Investment Park Second
CNT2128035617,2025-01-15,15000,Office,Naif
CNT2133238142,2025-10-29,20000,Office,Trade Center First
CNT2129992930,2025-03-01,50400,1bed room+Hall,Al Suq Al Kabeer
CNT2127213228,2025-01-05,87000,3 bed rooms+hall,Madinat Hind 4
CNT2131547194,2025-05-27,48500,2 bed rooms+hall,Al Warsan First
CNT2134241505,2026-01-14,15000,Office,Um Hurair Second
CNT2130362462,2025-01-01,50784,2 bed rooms+hall,Hor Al Anz
CRT2130258286,2025-03-02,75000,Shop,Hor Al Anz
CNT2133091725,2025-12-01,41333,Studio,Al Warsan First
CNT2129265071,2025-02-05,41000,2 bed rooms+hall,AL QUSAIS
CNT2131558599,2025-07-01,53000,1bed room+Hall,Al Nahda Second
CNT2130941645,2025-05-16,57750,1bed room+Hall,Nadd Hessa
CNT2128446609,2025-01-22,15000,Office,Dubai Investment Park First
CNT2130076668,2025-03-25,220000,4 bed rooms+hall,Jumeirah Second
CNT2130083021,2025-03-09,70180,2 bed rooms+hall,Al Jadaf
CNT2133510376,2025-11-01,42850,1bed room+Hall,Hor Al Anz
CNT2133527217,2025-11-17,75000,1bed room+Hall,Al Merkadh
CNT2132710750,2025-10-01,62600,1bed room+Hall,Oud Metha
CNT2133269193,2025-11-11,331200,Studio,Jabal Ali Industrial First
CNT2134234926,2026-01-16,122000,2 bed rooms+hall,Business Bay
CNT2129958651,2025-03-01,40000,Studio,Business Bay
CNT2128521975,2025-02-01,26500,Shop,Al Baraha
CNT2132283876,2025-08-18,23000,Office,Port Saeed
CNT2130079142,2025-03-10,33000,1bed room+Hall,Hor Al Anz
CNT2133029288,2025-10-15,900000,Restaurant,Al Barsha Second
CNT2131943367,2025-06-01,75000,3 bed rooms+hall,Madinat Hind 4
CNT2134077203,2026-01-20,49000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2133133481,2025-05-10,19000,Studio,Naif
CNT2130184706,2025-01-25,30000,1bed room+Hall,Jabal Ali Industrial First
CNT2126804790,2025-01-01,26000,Studio,Al Warsan First
CNT2132505239,2025-09-07,70999,1bed room+Hall,Al Barsha First
CNT2133680997,2025-12-04,1489311,Office,Al Thanyah Third
CNT2134137059,2026-01-20,47000,Studio,Al Hebiah Second
CNT2129454326,2025-02-12,15000,Office,Al Goze Industrial First
CNT2129465022,2025-01-10,259200,Studio,Al Goze Third
CNT2130181242,2025-03-17,12000,Office,Al Raffa
CNT2133914326,2025-12-18,10000,Office,Al Garhoud
CNT2130424689,2025-04-10,130000,3 bed rooms+hall,Al Thanyah First
CNT2132987919,2025-10-11,20000,Office,Al Murqabat
CNT2131298877,2025-06-23,35000,1bed room+Hall,Al Qusais Industrial Fifth
CNT2129944292,2025-02-26,20000,Office,Business Bay
CNT2130461183,2025-04-10,73500,2 bed rooms+hall,Al Murqabat
CNT2130315833,2025-04-01,56350,3 bed rooms+hall,Al Nahda Second
CNT2131803572,2025-06-23,46000,1bed room+Hall,Warsan Fourth
CRT2129858383,2025-02-21,107442,2 bed rooms+hall,Al Hebiah Fourth
CNT2129901522,2025-02-24,138000,Room in labor Camp,Al Goze Third
CNT2130628519,2025-04-18,995969,Shop,Burj Khalifa
CNT2131986521,2025-07-01,19425,Studio,Al Baraha
CNT2133931886,2026-02-01,130000,2 bed rooms+hall,Al Karama
CNT2130879001,2025-03-22,42000,1bed room+Hall,Al Warsan First
CNT2128003062,2025-01-01,900000,1bed room+Hall,Al Suq Al Kabeer
CNT2130619194,2025-04-18,73316,2 bed rooms+hall,Al Hamriya
CNT2129047497,2025-03-03,51975,1bed room+Hall,Mirdif
CNT2130473659,2025-04-22,47520,Office,Al Barshaa South Third
CNT2132744324,2025-09-23,15000,Office,Burj Khalifa
CNT2133520462,2025-11-23,110000,1bed room+Hall,Nad Al Shiba First
CNT2132135880,2025-08-01,87000,1bed room+Hall,Al Barsha First
CNT2133045184,2025-10-18,3484800,Room in labor Camp,Muhaisanah Second
CNT2132963086,2025-04-01,1650000,Labor Camp,Jabal Ali Industrial First
CNT2129448435,2025-01-29,66500,2 bed rooms+hall,Al Warqa First
CNT2132772069,2025-09-30,435000,4 bed rooms+hall,Wadi Al Safa 7
CNT2132660218,2025-08-01,1800000,Room in labor Camp,Jabal Ali Industrial First
CNT2132214219,2025-09-12,190999,3 bed rooms+hall,Al Bada
CNT2134310241,2026-01-05,60000,2 bed rooms+hall,Al Warqa First
CRT2128957046,2025-02-15,250000,3 bed rooms+hall,Marsa Dubai
CNT2132903709,2025-09-15,43600,1bed room+Hall,Naif
CNT2133780125,2025-11-15,2803636,Studio,Al Goze Industrial Second
CNT2133239601,2025-11-23,128500,2 bed rooms+hall,Al Barsha First
CNT2133316330,2025-06-01,823200,Room in labor Camp,Jabal Ali Industrial First
CNT2131334253,2025-07-29,46000,1bed room+Hall,Al Qusais Industrial First
CNT2132951001,2025-11-22,60638,1bed room+Hall,Al Karama
CNT2133272784,2025-10-31,60000,Room in labor Camp,Jabal Ali Industrial First
CNT2134256776,2025-09-01,48000,2 bed rooms+hall,Al Nahda Second
CRT2131762686,2025-07-13,350000,Clinic,Um Suqaim Third
CNT2131708717,2025-07-11,15000,Office,Al Garhoud
CNT2130421551,2025-05-16,33000,1bed room+Hall,AL QUSAIS
CNT2130553444,2025-04-20,29000,Studio,Al Mararr
CNT2132303326,2025-08-19,20000,Office,Jabal Ali Industrial First
CRT2133336966,2025-10-08,20000,Office,Business Bay
CNT2132785336,2025-10-20,38400,,Al Warsan Third
CNT2132557181,2025-09-09,20000,Office,Al Khabeesi
CNT2134225318,2026-01-11,53000,1bed room+Hall,Al Murqabat
CNT2132257876,2025-07-22,56000,2 bed rooms+hall,AL QUSAIS
CNT2131792247,2025-08-01,48510,Studio,Al Safouh First
CNT2133863501,2025-12-15,67000,2 bed rooms+hall,Al Nahda Second
CNT2132944374,2025-10-08,15000,Office,Al Khabeesi
CNT2131818199,2025-07-14,20000,Office,Burj Khalifa
CNT2132924541,2025-10-01,1440000,Room in labor Camp,Al Goze Industrial Second
CNT2132108810,2025-04-09,28800,1bed room+Hall,Dubai Investment Park First
CNT2130339008,2025-04-02,38000,Shop,Al Jafliya
CRT2130884466,2025-02-10,40000,Studio,Dubai Investment Park Second
CRT2130749076,2025-05-01,110000,2 bed rooms+hall,Marsa Dubai
CNT2133654418,2025-11-27,20000,Office,Dubai Investment Park First
CNT2133337333,2025-10-27,480000,5 bed rooms+hall,Jabal Ali First
CNT2131426095,2025-06-23,15000,Office,Hor Al Anz East
CRT2133718546,2025-12-05,125000,1bed room+Hall,Um Suqaim Third
CNT2133769168,2025-11-18,403972,Office,Al Thanyah First
CNT2133559122,2025-11-28,87000,1bed room+Hall,Jabal Ali First
CNT2126886531,2025-01-01,32000,2 bed rooms+hall,AL QUSAIS
CNT2133182170,2025-10-25,15000,Office,Al Khabeesi
CNT2133702501,2025-12-03,20000,Office,Dubai Investment Park First
CNT2130242504,2025-01-25,20347,2 bed rooms+hall,Al Khairan First
CNT2130673141,2025-04-05,55000,2 bed rooms+hall,Al Nahda First
CNT2127338653,2025-01-01,1800000,Room in labor Camp,Al Warsan Third
CNT2132498093,2025-09-03,15000,Office,Al Goze Industrial First
CNT2131305421,2025-06-01,130000,2 bed rooms+hall,Hadaeq Sheikh Mohammed Bin Rashid
CNT2131793647,2025-07-14,32603,1bed room+Hall,Muhaisanah Fourth
CRT2130551967,2025-06-27,39000,Studio,Me'Aisem First
CNT2132301227,2025-08-15,429091,Shop,Jumeirah First
CNT2133701113,2025-12-05,47250,Studio,Al Thanyah Fifth
CNT2134278151,2026-01-16,15000,Office,Al Murqabat
CNT2131024243,2025-05-22,56718,Room in labor Camp,Al Goze Third
CNT2132538690,2025-09-13,37000,1bed room+Hall,Al Qusais Industrial Fifth
CNT2130163187,2025-04-15,65963,Office,Al Rowaiyah First
CNT2131354945,2025-06-05,25300,Studio,Al Warsan First
CNT2134007133,2025-12-25,180000,Office,Business Bay
CNT2132561302,2025-08-01,336000,Room in labor Camp,Dubai Investment Park First
CRT2132579766,2025-09-12,175000,2 bed rooms+hall,Al Thanayah Fourth
CNT2129961695,2025-01-01,100000,Warehouse,Um Ramool
CNT2131255695,2025-05-25,1652400,Room in labor Camp,Jabal Ali Industrial First
CNT2128112798,2025-01-18,55000,1bed room+Hall,Al Garhoud
CNT2133991348,2025-12-29,72500,,Al Qusais Industrial First
CNT2130202971,2025-03-20,28000,Office,Al Mararr
CNT2132763104,2025-09-24,20000,Office,Ras Al Khor Industrial Second
CNT2131973325,2025-07-27,44400,Studio,Jabal Ali First
CNT2132559043,2025-04-01,1179000,Labor Camp,Muhaisanah Second
CRT2130092576,2025-02-03,105000,1bed room+Hall,Marsa Dubai
CNT2129856884,2025-02-01,4860000,Labor Camp,Muhaisanah Second
CRT2133069916,2025-04-01,250000,Shop,Naif
CNT2132581764,2025-09-01,293728,2 bed rooms+hall,Al Satwa
CNT2128520740,2025-01-01,68000,1bed room+Hall,Al Thanyah First
CNT2130999899,2025-05-05,190562,Shop,Al Warsan First
CNT2131201968,2025-06-01,31185,Studio,Al Hebiah Fourth
CNT2134297087,2025-08-03,439923,Room in labor Camp,Muhaisanah Second
CNT2128127179,2025-01-17,15000,Office,Dubai Investment Park First
CNT2131750887,2025-06-01,180000,Room in labor Camp,Muhaisanah Second
CNT2132963086,2025-04-01,1650000,Labor Camp,Jabal Ali Industrial First
CRT2133734256,2025-12-04,475000,Office,Al Thanyah Fifth
CRT2129436406,2025-02-10,200000,Warehouse,Saih Shuaib 2
CNT2127076392,2025-01-01,75000,1bed room+Hall,Al Jadaf
CNT2132848161,2025-09-26,125000,2 bed rooms+hall,Marsa Dubai
CNT2131934104,2025-06-15,68250,2 bed rooms+hall,Al Mamzer
CNT2131957681,2025-07-10,309838,Warehouse,Dubai Investment Park Second
CNT2133606393,2025-11-25,70000,2 bed rooms+hall,Port Saeed
CNT2131510567,2025-07-01,96000,,Muhaisanah Second
CRT2132019386,2025-07-26,100000,2 bed rooms+hall,Mirdif
CNT2128969881,2025-02-10,115000,1bed room+Hall,Burj Khalifa
CNT2132520464,2025-09-01,70000,2 bed rooms+hall,Al Barshaa South Third
CNT2131367159,2025-05-06,99000,1bed room+Hall,Me'Aisem First
CNT2132482015,2025-09-02,20000,Office,Al Murqabat
CNT2133689040,2026-01-15,38000,Studio,Warsan Fourth
CNT2133766366,2026-01-01,57600,Room in labor Camp,Jabal Ali Industrial First
CNT2131572270,2025-06-10,31000,Office,Al Mararr
CNT2131858383,2025-07-16,15000,Office,Al Mararr
CNT2134253108,2026-01-15,16000,Office,Um Hurair Second
CNT2129842575,2025-01-01,35000,1bed room+Hall,Al Warsan First
CNT2133596287,2025-12-01,342000,3 bed rooms+hall,Marsa Dubai
CNT2132492682,2025-09-03,12000,Office,Oud Metha
CNT2133534243,2025-11-17,88200,1bed room+Hall,Al Khairan First
CRT2131911376,2025-08-01,140000,Office,Al Thanyah Fifth
CRT2131004026,2025-06-01,85000,2 bed rooms+hall,Dubai Investment Park Second
CNT2130042627,2025-03-05,20000,Office,Hor Al Anz
CNT2131324072,2025-09-15,74075,2 bed rooms+hall,Al Muteena
CNT2133461600,2025-11-26,55000,Studio,Al Thanyah First
CNT2131226046,2025-05-01,40500,1bed room+Hall,Wadi Al Safa 2
CNT2130099887,2025-03-11,70000,2 bed rooms+hall,Al Raffa
CNT2131825227,2025-07-14,20500,Office,Al Muteena
CNT2133897237,2025-12-17,20000,Office,Al Garhoud
CNT2127107372,2025-01-01,40000,Studio,Jabal Ali First
CNT2131137756,2025-05-31,53000,1bed room+Hall,Al Barsha First
CNT2131903280,2025-08-01,76000,1bed room+Hall,Al Hebiah Second
CNT2131303647,2025-06-01,58499,,Al Qusais Industrial Fourth
CNT2133054076,2025-10-16,24000,Office,Port Saeed
CNT2133974098,2026-01-05,44625,1bed room+Hall,Ras Al Khor Industrial Third
CNT2133405221,2025-11-10,113735,2 bed rooms+hall,Marsa Dubai
CNT2133158147,2025-10-01,304300,Shop,Oud Metha
CNT2131246582,2025-07-01,65000,1bed room+Hall,Oud Metha
CNT2129571839,2025-01-15,112665,3 bed rooms+hall,Mankhool
CNT2132070675,2025-07-31,15000,Office,Hor Al Anz
CNT2127574377,2025-01-15,81254,2 bed rooms+hall,Al Barsha First
CRT2134073356,2025-10-01,55000,1bed room+Hall,Hor Al Anz
CNT2132969672,2025-10-12,96000,2 bed rooms+hall,Al Wasl
CNT2132023865,2025-08-10,75000,Shop,Al Mararr
CNT2132956739,2025-10-01,117500,Warehouse,Dubai Investment Park First
CRT2129931188,2025-02-21,200000,4 bed rooms+hall,Wadi Al Safa 5
CNT2133302086,2025-11-01,60000,1bed room+Hall,Nadd Hessa
CNT2127086155,2025-01-01,24000,1bed room+Hall,Muhaisanah Fourth
CNT2133564022,2025-11-20,10000,Office,Al Garhoud
CNT2134230460,2025-12-06,84000,2 bed rooms+hall,Al Barsha First
CNT2130236216,2025-03-10,53000,Studio,Dubai Investment Park First
CNT2134013826,2026-01-28,90000,2 bed rooms+hall,Al Rega
CNT2133039003,2025-09-20,124800,Labor Camp,Muhaisanah Second
CNT2134102215,2026-01-01,45000,2 bed rooms+hall,Al Warqa First
CRT2133914706,2025-12-10,92000,Shop,Al Thanyah Fifth
CNT2130134595,2025-01-01,830024,Studio,Jabal Ali First
CNT2133198254,2025-10-08,163721,3 bed rooms+hall,Al Manara
CNT2133567743,2026-01-31,83000,2 bed rooms+hall,Wadi Al Safa 3
CNT2133831881,2025-12-11,17000,Office,Al Mararr
CRT2132868056,2025-11-01,106667,1bed room+Hall,Al Merkadh
CNT2130789325,2025-05-12,200000,Office,Business Bay
CRT2129253066,2025-01-28,54000,1bed room+Hall,Al Hebiah Second
CNT2130222987,2025-03-22,27720,1bed room+Hall,AL QUSAIS
CRT2133406506,2025-11-15,100000,3 bed rooms+hall,Al Satwa
CNT2130876833,2025-03-01,1708800,Room in labor Camp,Al Goze Third
CNT2130215943,2025-03-22,45000,Studio,Jabal Ali First
CRT2128571906,2025-01-01,42350,1bed room+Hall,Me'Aisem First
CRT2132893596,2025-10-06,160000,3 bed rooms+hall,Wadi Al Safa 3
CNT2133832942,2025-12-12,180000,Office,Business Bay
CRT2130148826,2025-03-13,80000,1bed room+Hall,Hadaeq Sheikh Mohammed Bin Rashid
CNT2131505383,2025-04-05,71300,Office,Al Qusais Industrial Second
CNT2133694450,2025-10-20,3348000,Room in labor Camp,Jabal Ali Industrial First
CRT2131692306,2025-01-21,220000,3 bed rooms+hall,Nad Al Shiba Fourth
CRT2133861646,2025-12-15,120000,1bed room+Hall,Al Khairan First
