transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price
1-102-2024-34091,Sales,Sell - Pre registration,2024-05-21,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,FIA,FIA,,,,1 B/R,1,83.41,903888.0,10836.69
1-41-2025-24439,Sales,Delayed Sell,2025-08-27,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VIOLET 3,,,,,0,118.86,1978000.0,16641.43
1-11-2025-42329,Sales,Sell,2025-10-14,Unit,Flat,Residential,Existing Properties,Al Safouh Second,Dubai Jewel Tower,,Burj Al Arab,Dubai Internet City,Mall of the Emirates,2 B/R,1,42.05,400000.0,9512.49
1-11-2024-495,Sales,Sell,2024-01-05,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,AL GHOZLAN 3,,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,70.02,930000.0,13281.92
1-102-2025-62190,Sales,Sell - Pre registration,2025-07-14,Unit,Flat,Residential,Off-Plan Properties,Bukadra,Skyvue Spectra,Skyvue,,,,1 B/R,1,56.33,1555236.0,27609.37
1-102-2025-110460,Sales,Sell - Pre registration,2025-11-03,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Binghatti Hills - 1,Binghatti Hills ,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,114.64,1025183.0,8942.63
1-41-2024-13010,Sales,Delayed Sell,2024-06-26,Unit,Flat,Residential,Existing Properties,Al Kifaf,PARK GATE RESIDENCES 1,Park Gate Residences,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,144.42,2550000.0,17656.83
1-102-2025-77460,Sales,Sell - Pre registration,2025-08-25,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Aveline Residencies by Citi Developer,Aveline Residences by Citi Developers,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2 B/R,1,99.06,1452677.0,14664.62
1-11-2024-22121,Sales,Sell,2024-06-14,Unit,Flat,Residential,Existing Properties,Al Khairan First,CREEK HORIZON TOWER 2,CREEK HORIZON,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,69.77,1625000.0,23290.81
1-102-2025-61919,Sales,Sell - Pre registration,2025-07-14,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah First,The Chedi Private Residences,The Chedi Private Residences,Burj Al Arab,Dubai Internet City,Mall of the Emirates,3 B/R,1,528.59,11084788.0,20970.48
1-102-2024-41801,Sales,Sell - Pre registration,2024-06-11,Unit,Flat,Residential,Off-Plan Properties,Ras Al Khor Industrial First,Sobha One - B,SOBHA ONE,,,,1 B/R,1,63.56,1706954.0,26855.79
1-102-2025-90743,Sales,Sell - Pre registration,2025-09-18,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Baystar by VIDA Tower 1,Baystar by VIDA,,,,1 B/R,1,86.04,2057172.0,23909.48
1-102-2026-53,Sales,Sell - Pre registration,2026-01-02,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,HATIMI RESIDENCES BY FAKHRUDDIN,HATIMI RESIDENCES BY FAKHRUDDIN,,,,3 B/R,1,177.91,7000000.0,39345.74
1-11-2025-53335,Sales,Sell,2025-12-19,Unit,Flat,Residential,Existing Properties,Burj Khalifa,BD 29 BLVD PODIUM,29 BOULEVARD,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,144.8,2920000.0,20165.75
1-41-2024-17531,Sales,Delayed Sell,2024-09-02,Land,,Commercial,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - NICE 1,,,,,0,142.74,2050000.0,14361.78
1-11-2024-43883,Sales,Sell,2024-11-14,Unit,Flat,Residential,Existing Properties,Burj Khalifa,THE RESIDENCES II - TOWER 1,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,101.45,2550000.0,25135.53
1-102-2025-116831,Sales,Sell - Pre registration,2025-11-17,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,ANANDA RESIDENCES-B,ANANDA RESIDENCES,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,37.41,497513.0,13298.93
1-102-2025-58820,Sales,Sell - Pre registration,2025-07-07,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,SPARKLZ by Danube - TOWER A,SPARKLZ by Danube ,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1 B/R,1,76.41,1292040.0,16909.31
1-102-2025-99680,Sales,Sell - Pre registration,2025-10-07,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,Ashley Hills,Ashley Hills,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,78.28,1207774.0,15428.9
1-102-2024-59899,Sales,Sell - Pre registration,2024-08-12,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Sapphire 32 By Dar Alkarama,Sapphire 32 by Dar Alkarama,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,72.0,1044517.0,14507.18
1-11-2024-29057,Sales,Sell,2024-08-06,Unit,Flat,Residential,Existing Properties,Al Hebiah First,DICKENS CIRCUS 2,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,3 B/R,1,198.07,1900000.0,9592.57
1-102-2025-118460,Sales,Sell - Pre registration,2025-11-20,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,15 CASCADE,15 CASCADE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2 B/R,1,117.91,2195669.0,18621.57
1-11-2025-24130,Sales,Sell,2025-06-11,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,HAMILTON HOUSE,HAMILTON HOUSE,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,72.6,1200000.0,16528.93
1-102-2024-88431,Sales,Sell - Pre registration,2024-10-21,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,Fairway Residences By Prescott,Fairway Residences By Prescott,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,60.1,650000.0,10815.31
1-102-2025-45805,Sales,Sell - Pre registration,2025-05-29,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Solis Tower A,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,50.76,1070905.0,21097.42
1-41-2025-7026,Sales,Delayed Sell,2025-02-20,Land,,Residential,Existing Properties,Al Hebiah Third,,DAMAC HILLS - AUTOGRAPH COLLECTION,Motor City,,,,0,1319.98,31897020.0,24164.78
1-41-2025-19274,Sales,Delayed Sell,2025-06-25,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - MALDIVES 1,,,,,0,727.03,13590000.0,18692.49
1-102-2026-2652,Sales,Sell - Pre registration,2026-01-12,Unit,Flat,Residential,Off-Plan Properties,Dubai Investment Park Second,DAMAC Riverside Views - Azure 2 -E,DAMAC RIVERSIDE VIEWS - AZURE 2,,,,1 B/R,1,71.83,1118000.0,15564.53
1-102-2024-68630,Sales,Sell - Pre registration,2024-09-09,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,GARDENS 2,GARDENS 2,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,42.19,736213.0,17449.94
1-102-2024-57807,Sales,Sell - Pre registration,2024-10-07,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,California 2 by SD,California 2 by SD,,,,Studio,1,37.89,774619.0,20443.9
1-41-2025-23403,Sales,Delayed Sell,2025-08-11,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BALI 4,,,,,0,144.0,2491000.0,17298.61
1-41-2025-9099,Sales,Delayed Sell,2025-03-18,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BORA BORA 1,,,,,0,144.0,2377000.0,16506.94
1-11-2025-30579,Sales,Sell,2025-07-21,Building,,Residential / Commercial,Existing Properties,Naif,,,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,,0,454.48,12500000.0,27503.96
1-11-2025-13430,Sales,Sell,2025-04-03,Land,,Residential,Existing Properties,Saih Shuaib 2,,,Dubai Parks and Resorts,,,,0,5452.76,11946885.0,2190.98
1-102-2025-37869,Sales,Sell - Pre registration,2025-05-06,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,MAG 777,MAG 777,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,46.65,839800.0,18002.14
1-102-2025-61888,Sales,Sell - Pre registration,2025-08-04,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,CAPRIA 2,CAPRIA EAST ,,,,1 B/R,1,76.98,1653000.0,21473.11
1-102-2024-497,Sales,Sell - Pre registration,2024-01-04,Unit,Flat,Residential,Off-Plan Properties,Al Wasl,CF9 - A,Canal Front Residences-CF7 & CF8 & CF9,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,159.06,4156338.0,26130.63
1-11-2025-42577,Sales,Sell,2025-10-13,Unit,Flat,Residential,Existing Properties,Al Merkadh,Azizi Riviera 33,Azizi Riviera 33,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,27.63,620000.0,22439.38
1-102-2025-117627,Sales,Sell - Pre registration,2025-11-18,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,The Tranquil at Sobha Central,Sobha Central Phase II,Sports City Swimming Academy,Harbour Tower,Marina Mall,2 B/R,1,79.85,2557013.0,32022.71
1-102-2025-94589,Sales,Sell - Pre registration,2025-09-26,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,AZIZI VENICE 10 - BUILDING B,AZIZI VENICE 10,,,,Studio,1,31.74,480000.0,15122.87
1-102-2025-109734,Sales,Sell - Pre registration,2025-10-31,Unit,Flat,Residential,Off-Plan Properties,Ras Al Khor Industrial First,Sobha One - C,SOBHA ONE,,,,2 B/R,1,123.18,2718075.0,22065.88
1-102-2025-129465,Sales,Sell - Pre registration,2025-12-18,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,VERDANA 1,VERDANIA 1,IMG World Adventures,,,Studio,1,44.15,709273.0,16065.07
1-102-2025-24997,Sales,Sell - Pre registration,2025-03-26,Unit,Office,Commercial,Off-Plan Properties,Al Hebiah First,Capital One,Capital One,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Office,1,88.55,1783721.0,20143.66
1-102-2025-21481,Sales,Sell - Pre registration,2025-03-17,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Club Place Building B,Club Place,,,,1 B/R,1,69.34,1512311.0,21810.08
1-102-2024-63798,Sales,Sell - Pre registration,2024-08-22,Unit,Flat,Residential,Off-Plan Properties,Bukadra,350 Riverside Crescent,350 Riverside Crescent,,,,2 B/R,1,93.52,2390770.0,25564.26
1-102-2024-102404,Sales,Sell - Pre registration,2024-12-09,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,The Central Downtown-A,The central downtown ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,3 B/R,1,204.82,2353026.0,11488.26
1-102-2024-2549,Sales,Sell - Pre registration,2024-01-16,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,FLOAREA RESIDENCE,Floarea Residence,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,69.98,870000.0,12432.12
1-11-2024-14064,Sales,Sell,2024-04-25,Building,,Commercial,Existing Properties,Al Goze Industrial Third,,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,16722.54,90000000.0,5381.96
1-11-2025-48084,Sales,Sell,2025-11-17,Unit,Flat,Residential,Existing Properties,Al Warsan First,H-04,,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.23,450000.0,6693.44
1-102-2025-71126,Sales,Sell - Pre registration,2025-08-05,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Red Square -B,RED SQUARE,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,60.57,1066744.0,17611.75
1-102-2025-107176,Sales,Sell - Pre registration,2025-10-27,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,CYAN,Rise by Athlon 2,,,,1 B/R,1,83.66,1592164.0,19031.37
1-11-2024-32758,Sales,Sell,2024-09-04,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,ME DO RE,ME DO RE,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,101.56,2425000.0,23877.51
1-102-2025-39719,Sales,Sell - Pre registration,2025-05-12,Unit,Flat,Residential,Off-Plan Properties,Business Bay,WEST FIVE BUSINESSBAY RESIDENCE,WEST FIVE BUSINESS BAY RESIDENCES,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,40.26,800889.0,19892.92
1-102-2025-934,Sales,Sell - Pre registration,2025-01-08,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Al Barsha South Fifth,The One at Jumeirah Village Triangle,The One at Jumeirah Village Triangle ,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,28.98,1435650.0,49539.34
1-11-2025-2863,Sales,Sell,2025-01-23,Unit,Flat,Residential,Existing Properties,Al Yelayiss 2,Hayat Boulevard-2A,HAYAT BOULEVARD,Dubai Cycling Course,,,2 B/R,1,86.88,1150000.0,13236.65
1-102-2024-85505,Sales,Sell - Pre registration,2024-10-14,Unit,Flat,Residential,Off-Plan Properties,Business Bay,TIGER SKY TOWER,Tiger Sky Tower,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,133.94,4119565.0,30756.8
1-41-2025-15518,Sales,Delayed Sell,2025-05-21,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BORA BORA 2,,,,,0,455.19,6840000.0,15026.69
1-102-2024-13296,Sales,Sell - Pre registration,2024-03-05,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,PALMAROSA ,Motor City,,,,0,453.74,3000000.0,6611.72
1-102-2025-69840,Sales,Sell - Pre registration,2025-08-01,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Grove,Binghatti Grove,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,73.6,1487499.0,20210.58
1-102-2025-104803,Sales,Sell - Pre registration,2025-10-20,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Binghatti Skyblade,Binghatti Skyblade,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,117.32,4859999.0,41425.15
1-102-2025-99340,Sales,Sell - Pre registration,2025-10-06,Unit,Flat,Residential,Off-Plan Properties,Nadd Hessa,TRIA BY DEYAAR,TRIA BY DEYAAR,IMG World Adventures,,,Studio,1,40.49,575000.0,14201.04
1-102-2024-68487,Sales,Sell - Pre registration,2024-09-05,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 3,,Karl Lagerfeld Villas By Taraf,,,,6 B/R,0,983.24,24648000.0,25068.14
1-102-2025-10326,Sales,Sell - Pre registration,2025-02-10,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,LEGADO BY PRESCOTT,Legado By Prescott,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,34.94,730000.0,20892.96
1-11-2024-36430,Sales,Sell,2024-09-27,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Torch Tower,TORCH TOWER,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,357.37,4100000.0,11472.7
1-102-2025-127434,Sales,Sell - Pre registration,2025-12-15,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,DAMAC LAGOONS - LAGOON VIEWS 13 B,DAMAC LAGOONS - LAGOON VIEWS 13,,,,1 B/R,1,71.33,1348000.0,18898.08
1-102-2024-97734,Sales,Sell - Pre registration,2024-11-20,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Royale,Binghatti Royale,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,74.97,1104000.0,14725.89
1-102-2025-130045,Sales,Sell - Pre registration,2025-12-19,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,Antalya by Karma,Antalya By Karma,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,77.01,1201947.0,15607.67
1-11-2024-35370,Sales,Sell,2024-09-23,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - AVENCIA-2 ,,,,,0,112.24,1050000.0,9354.95
1-11-2025-10160,Sales,Sell,2025-03-11,Unit,Flat,Residential,Existing Properties,Business Bay,ZADA TOWER,ZADA TOWER,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,52.62,2050000.0,38958.57
1-11-2025-28083,Sales,Sell,2025-07-03,Unit,Flat,Residential,Existing Properties,Business Bay,REVA RESIDENCES,REVA RESIDENCES,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,32.85,632250.0,19246.58
1-41-2025-5655,Sales,Delayed Sell,2025-02-06,Land,,Commercial,Existing Properties,Al Yufrah 1,,The Valley - Farm Grove 2,,,,,0,323.19,4921888.0,15229.09
1-102-2026-645,Sales,Sell - Pre registration,2026-01-05,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,,,Studio,1,34.6,692999.0,20028.87
1-102-2024-37257,Sales,Sell - Pre registration,2024-05-28,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,Serene Gardens 2 By Prescott,Serene Gardens 2 by Prescott,,,,3 B/R,1,134.71,1764000.0,13094.8
1-102-2024-46463,Sales,Sell - Pre registration,2024-06-28,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,Beach Residences Dubai Islands - B1,Beach Residences Dubai Islands,,,,3 B/R,1,219.1,6448800.0,29433.14
1-41-2025-22041,Sales,Delayed Sell,2025-07-24,Land,,Commercial,Existing Properties,Al Yufrah 1,,Elwood Estates ,,,,,0,648.0,9311040.0,14368.89
1-41-2024-13513,Sales,Delayed Sell,2024-07-03,Villa,Villa,Residential,Existing Properties,Madinat Al Mataar,,Parkside 3,Al Makhtoum International Airport,,,3 B/R,0,144.34,1800000.0,12470.56
1-11-2024-14887,Sales,Sell,2024-05-01,Unit,Flat,Residential,Existing Properties,Warsan Fourth,AL JAWZAA- A,AL JAWZAA,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,83.89,447000.0,5328.41
1-41-2025-11609,Sales,Delayed Sell,2025-04-18,Unit,Flat,Residential,Existing Properties,Al Khairan First,Harbour Gate Tower 1,Harbour Gate ,Dubai International Airport,Creek Metro Station,City Centre Mirdif,3 B/R,1,152.33,3000139.0,19695.0
1-102-2025-107233,Sales,Sell - Pre registration,2025-10-27,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,OCTA ISLE Interiors by MISSONI,OCTA ISLE Interiors by MISSONI,Dubai International Airport,Palm Deira Metro Stations,,2 B/R,1,92.92,2301888.0,24772.79
1-102-2024-74440,Sales,Sell - Pre registration,2024-09-20,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,MAISON ELYSEE I,Maison Elysee I,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,37.07,679900.0,18340.98
1-11-2024-19441,Sales,Sell,2024-05-30,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,The Square,THE SQUARE ,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,79.97,775000.0,9691.13
1-102-2025-102085,Sales,Sell - Pre registration,2025-10-13,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Vindera,,,,3 B/R,0,157.5,3124888.0,19840.56
1-11-2024-43602,Sales,Sell,2024-11-12,Unit,Flat,Residential,Existing Properties,Burj Khalifa,BD 29 BLVD T2,29 BOULEVARD,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,157.36,3700000.0,23512.96
1-11-2025-38712,Sales,Sell,2025-09-17,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 9,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,342.48,6734000.0,19662.46
1-41-2025-15156,Sales,Delayed Sell,2025-05-22,Land,,Commercial,Existing Properties,Me'Aisem First,,D Villas,,,,,0,262.22,7962177.0,30364.49
1-102-2025-92146,Sales,Sell - Pre registration,2025-09-22,Unit,Flat,Residential,Off-Plan Properties,Nadd Hessa,Timez By Danube,Timez By Danube,IMG World Adventures,,,Studio,1,39.26,848000.0,21599.59
1-102-2025-84638,Sales,Sell - Pre registration,2025-09-04,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,15 CASCADE,15 CASCADE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,140.64,1816604.0,12916.7
1-102-2025-27669,Sales,Sell - Pre registration,2025-04-07,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,THE EIGHTY THREE,THE EIGHTY THREE,Expo 2020 Site,,,Studio,1,34.5,500000.0,14492.75
1-11-2024-21993,Sales,Sell,2024-06-13,Villa,,Residential,Existing Properties,Jabal Ali First,,AL FURJAN,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,,0,600.0,5150000.0,8583.33
1-11-2024-18415,Sales,Sell,2024-05-23,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 8,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,352.02,4900000.0,13919.66
1-41-2025-4030,Sales,Delayed Sell,2025-01-20,Land,,Commercial,Existing Properties,Al Yufrah 1,,The Valley - Farm Grove,,,,,0,363.87,4820888.0,13248.93
1-11-2024-47970,Sales,Sell,2024-12-11,Unit,Flat,Residential,Existing Properties,Al Merkadh,GEMINI SPLENDOR,GEMINI SPLENDOR,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,72.29,1250000.0,17291.46
1-11-2025-20939,Sales,Sell,2025-05-19,Land,,Commercial,Existing Properties,Al Warqa First,,,,,,,0,1395.03,9760400.0,6996.55
1-11-2024-46026,Sales,Sell,2024-11-28,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,CONCORDE TOWER 1,CONCORDE TOWER,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,65.46,1000000.0,15276.5
1-102-2024-66323,Sales,Sell - Pre registration,2024-08-29,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Marina Living,Marina Living,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,69.57,1502872.0,21602.3
1-102-2025-101613,Sales,Sell - Pre registration,2025-10-13,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Hills Park,Hills Park,,,,1 B/R,1,62.8,1550000.0,24681.53
1-102-2025-123017,Sales,Sell - Pre registration,2025-12-03,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 2,EMPIRE LAKE VIEWS,EMPIRE LAKEVIEWS,IMG World Adventures,,,Studio,1,38.67,759777.0,19647.71
1-41-2025-4831,Sales,Delayed Sell,2025-01-29,Land,,Residential,Existing Properties,Al Hebiah Fourth,,Harmony,,,,,0,405.0,7800000.0,19259.26
1-11-2025-19241,Sales,Sell,2025-05-08,Unit,Hotel Apartment,Hospitality ,Existing Properties,Jabal Ali First,Azizi Berton,Azizi Berton,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1 B/R,1,65.32,870000.0,13319.04
1-102-2025-7435,Sales,Sell - Pre registration,2025-01-31,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,South Garden C,South Garden C,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,2 B/R,1,110.53,1532000.0,13860.49
1-11-2024-8199,Sales,Sell,2024-03-06,Unit,Flat,Residential,Existing Properties,Al Warsan First,L-03,,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,345000.0,5149.25
1-41-2024-18234,Sales,Delayed Sell,2024-09-12,Land,,Commercial,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - SANTORINI (2),,,,,0,219.6,2825000.0,12864.3
1-11-2024-11855,Sales,Sell,2024-04-01,Unit,Flat,Residential,Existing Properties,Al Warsan First,LADY RATAN MANOR,LADY RATAN MANOR,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,55.45,360000.0,6492.34
1-11-2024-35908,Sales,Sell,2024-09-25,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Central Park,,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,22.26,230000.0,10332.43
1-11-2025-29992,Sales,Sell,2025-07-16,Land,,Residential,Existing Properties,Al Rashidiya,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,2093.75,4000000.0,1910.45
1-41-2024-3486,Sales,Delayed Sell,2024-02-21,Unit,Flat,Residential,Existing Properties,Al Hebiah Third,DAMAC HILLS - CARSON (C),DAMAC HILLS - CARSON ,Motor City,,,1 B/R,1,74.86,982724.0,13127.49
1-11-2025-3414,Sales,Sell,2025-01-28,Unit,Flat,Residential,Existing Properties,Al Barsha South Fifth,AL JAWHARA TOWER,AL JAWHARA TOWER ,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,43.64,482510.0,11056.62
1-102-2025-121083,Sales,Sell - Pre registration,2025-11-26,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Solis Tower C,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,53.62,1162977.0,21689.24
1-41-2024-24796,Sales,Delayed Sell,2024-12-20,Land,,Commercial,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - COSTA BRAVA (1),,,,,0,144.19,2300000.0,15951.18
1-102-2025-95621,Sales,Sell - Pre registration,2025-09-29,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Binghatti Skyrise - TOWER C,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,39.54,1020000.0,25796.66
1-41-2024-15809,Sales,Delayed Sell,2024-08-02,Land,,Other,Existing Properties,Madinat Al Mataar,,Golf Lane,,,,,0,499.92,7146888.0,14296.06
1-102-2025-18267,Sales,Sell - Pre registration,2025-03-05,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Franck Muller Vanguard,Franck muller Vanguard ,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,70.46,2016852.0,28624.07
1-102-2025-122747,Sales,Sell - Pre registration,2025-12-01,Villa,Villa,Residential,Off-Plan Properties,Dubai Investment Park Second,,DAMAC RIVERSIDE - OLIVE,,,,4 B/R,0,144.03,2661000.0,18475.32
1-11-2024-40245,Sales,Sell,2024-10-23,Unit,Flat,Residential,Existing Properties,Burj Khalifa,ATTAREEN,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,171.96,3425000.0,19917.42
1-41-2024-10465,Sales,Delayed Sell,2024-05-28,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Act One Act Two Tower 2,ACT ONE | ACT TWO,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,112.77,3200000.0,28376.34
