contract_id,contract_start_date,annual_rent,rooms,area_name
CNT2133289275,2025-10-15,58000,Office,Nad Hessa
CNT2130201315,2025-05-25,66667,3,Al Warsan First
CRT2130545936,2025-05-01,62000,1,Al Barsha South Fourth
CNT2133785411,2025-11-25,44100,1,Al Nahda First
CNT2131392540,2025-06-19,20000,Office,Al Thanyah First
CNT2133245170,2025-10-12,27720,Room in labor camp,Saih Shuaib 3
CNT2132484656,2025-10-01,155000,3,Al Bada
CRT2133155276,2025-10-22,80000,3,Madinat Hind 4
CNT2133190641,2025-10-27,15000,Shop,Naif
CRT2132814376,2025-08-29,35000,Shop,Hor Al Anz
CNT2134175077,2026-01-10,80000,Studio,Business Bay
CRT2133516196,2025-10-30,72000,2,Wadi Al Safa 5
CNT2126399517,2025-01-01,24000,1,Muhaisanah Fourth
CRT2127137686,2025-01-04,50000,Studio,Al Barsha South Fourth
CNT2133714391,2025-12-03,20000,Office,Dubai Investment Park First
CNT2132186615,2025-08-15,53000,1,Warsan Fourth
CNT2131195331,2025-06-01,40000,1,Al Mararr
CNT2134189739,2026-01-08,84970,Office,Al Rega
CNT2132108985,2025-08-19,80000,1,Al Jadaf
CNT2132667522,2025-09-05,100000,1,Al Khairan First
CNT2134177320,2026-01-08,95000,2,Al Satwa
CNT2134292672,2026-01-01,60000,2,Naif
CNT2131650229,2025-07-01,26667,Office,Wadi Al Safa 2
CNT2131146688,2025-07-20,60000,3,Al Murqabat
CNT2133582043,2025-11-11,88550,Warehouse,Ras Al Khor Industrial Second
CNT2130586351,2025-02-15,30000,Office,Dubai Investment Park First
CNT2129582225,2025-02-17,40950,1,Al Goze Industrial Second
CNT2130234327,2025-02-19,143444,Warehouse,Dubai Investment Park Second
CNT2133738802,2025-12-05,15000,Office,Al Murqabat
CRT2132954956,2025-10-09,85000,1,Business Bay
CNT2133500770,2025-11-15,20000,Office,Dubai Investment Park First
CNT2134298163,2026-01-15,74635,2,Al Garhoud
CNT2133968195,2025-07-05,31500,1,Al Muteena
CNT2133167262,2025-12-01,87000,2,Oud Metha
CNT2134198069,2026-01-17,117000,3,Nad Hessa
CNT2133461681,2025-11-12,44000,Office,Al Suq Al Kabeer
CRT2130885256,2025-05-17,135000,1,Business Bay
CRT2133744997,2025-12-05,65100,1,Al Merkadh
CNT2131888139,2025-08-20,42000,2,Al Nahda Second
CNT2130363449,2025-05-20,33000,1,Al Twar First
CRT2132487476,2025-05-01,40000,Shop,Hor Al Anz
CNT2132412265,2025-08-27,20000,Office,Saih Shuaib 2
CNT2132645342,2025-09-04,46000,2,Al Warqa First
CNT2131813942,2025-08-01,48000,1,Hor Al Anz East
CRT2132942746,2025-10-07,97200,Studio,Al Merkadh
CNT2130842533,2025-05-09,15000,Office,Al Karama
CNT2131826080,2025-07-14,22500,Office,Mankhool
CNT2132670712,2025-08-05,40000,Studio,Wadi Al Safa 5
CNT2131809515,2025-07-14,52500,Studio,Al Barsha South Fourth
CNT2130152660,2025-03-25,54600,2,Al Qusais Industrial Fifth
CNT2131892868,2025-07-10,34000,Office,Muhaisanah Fourth
CNT2130228875,2025-03-01,80266,Office,Mankhool
CNT2133957788,2025-12-23,15000,Office,Al Mizhar First
CNT2128818645,2025-01-25,75075,2,Al Satwa
CNT2132357417,2025-07-26,53350,1,Al Barsha South Fourth
CNT2129434031,2025-01-10,32143,Studio,Wadi Al Safa 5
CNT2132933060,2025-10-07,35000,Office,Al Qusais Industrial Third
CNT2132367035,2025-05-08,38036,2,Muhaisanah Fourth
CNT2133989600,2026-01-01,46000,Studio,Al Karama
CRT2132514616,2025-09-08,120000,3,Al Warsan First
CNT2130255927,2025-03-26,130000,3,Al Bada
CNT2134262240,2026-02-12,74500,2,Al Barsha First
CNT2132062330,2025-07-05,60095,2,Al Warqa First
CNT2129703068,2025-02-10,62000,2,Al Warqa First
CNT2133049922,2025-10-18,60000,Studio,Al Barsha South Fourth
CNT2132690484,2025-08-15,39000,1,Wadi Al Safa 2
CNT2132811997,2025-09-12,61200,Studio,Al Merkadh
CNT2130120517,2025-03-09,65000,Office,Business Bay
CNT2132752854,2025-11-22,75000,1,Al Barsha South Fourth
CNT2134089302,2026-05-23,90000,Studio,Al Thanyah Fifth
CNT2130188259,2025-01-12,94500,Office,Ras Al Khor Industrial First
CNT2132097189,2025-09-01,35090,1,Warsan Fourth
CNT2130952713,2025-05-17,20000,Office,Saih Shuaib 2
CNT2133137932,2025-08-30,34300,Studio,Al Hebiah Fourth
CNT2134091727,2026-01-10,72000,1,Jabal Ali First
CNT2134288536,2026-01-17,20000,Office,Dubai Investment Park First
CNT2133221515,2025-09-15,40000,1,Al Hamriya
CNT2131938767,2025-07-22,15000,Office,Saih Shuaib 3
CNT2129836614,2025-01-01,145530,Workshop,Al Goze Industrial First
CNT2130327111,2025-04-12,95000,1,Burj Khalifa
CNT2131674632,2025-07-10,65000,1,Al Barsha South Fourth
CNT2132164210,2025-07-13,46000,Shop,Al Mararr
CRT2133991469,2026-01-01,90000,2,Al Barsha South Fourth
CNT2130973344,2025-05-19,15000,Office,Al Khabeesi
CRT2132374856,2025-08-21,105000,Studio,Business Bay
CRT2133860276,2025-04-22,146740,3,Jabal Ali First
CNT2132783632,2025-09-28,62000,1,Al Karama
CRT2128812756,2025-02-01,42000,Studio,Al Hebiah Fourth
CNT2131957231,2025-04-08,82000,2,Al Barsha First
CNT2130586281,2025-04-21,15000,Office,Al Khabeesi
CNT2133180666,2025-10-25,10000,Office,Al Wasl
CNT2129902780,2025-02-26,37000,Studio,Warsan Fourth
CNT2131009952,2025-07-01,70000,1,Al Jadaf
CNT2132844362,2025-09-30,32000,Office,Port Saeed
CNT2134302548,2026-01-19,20000,Office,Dubai Investment Park First
CNT2128733494,2025-02-08,33000,Studio,Al Buteen
CNT2133899575,2025-10-15,42000,Studio,Al Khabeesi
CNT2133679430,2025-11-25,72000,1,Al Barsha South Fourth
CNT2133650193,2025-09-15,66000,1,Al Raffa
CNT2131746434,2025-07-15,65000,Studio,Al Thanyah First
CNT2133486115,2025-10-12,70000,1,Al Jadaf
CNT2131584515,2025-05-26,63000,1,Al Karama
CNT2131555736,2025-07-08,105270,Shop,Muhaisanah Fourth
CNT2131076431,2025-05-20,59000,1,Warsan Fourth
CNT2131687798,2025-06-05,50000,Office,Al Qusais Industrial Second
CRT2133777146,2025-11-01,52877,Studio,Marsa Dubai
CNT2134067076,2026-01-01,48500,Shop,Ras Al Khor Industrial Third
CRT2134095036,2026-01-15,68000,2,Al Barsha First
CNT2127762909,2025-01-10,15000,Office,Al Goze Industrial First
CNT2131929583,2025-07-22,20000,Office,Al Baraha
CNT2132487954,2025-08-27,115000,3,Al Barsha First
CNT2130628032,2025-04-20,98000,3,Nad Al Hamar
CRT2132288676,2025-08-18,54545,2,Marsa Dubai
CNT2132493153,2025-08-30,65000,2,Hor Al Anz East
CNT2131522842,2025-06-26,42000,1,Al Goze Industrial Second
CNT2130081334,2025-02-01,20000,Studio,Naif
CRT2133705076,2025-11-10,147000,Hotel,Business Bay
CNT2129927254,2025-02-25,15000,Office,Um Hurair Second
CNT2131052003,2025-06-01,50000,2,Al Mararr
CNT2127441491,2025-01-12,58000,1,Nad Hessa
CNT2132419377,2025-08-28,15000,Office,Al Murqabat
CNT2133709219,2025-12-01,85000,Shop,Hor Al Anz
CNT2130592505,2025-04-16,72800,2,Al Warqa First
CNT2134249324,2026-01-15,15000,Office,Al Suq Al Kabeer
CNT2126910945,2025-01-15,54000,2,Al Nahda Second
CNT2131234322,2025-05-25,44000,Studio,Nad Hessa
CNT2133317988,2025-10-01,58740,Office,Port Saeed
CNT2133015832,2025-10-14,20000,Office,Al Khabeesi
CNT2130882347,2025-05-15,83679,Office,Al Bada
CRT2131535266,2025-07-01,56000,Studio,Al Thanyah Fifth
CNT2130292607,2025-03-25,15000,Office,Business Bay
CNT2131809915,2025-07-01,34000,1,Muhaisanah Fourth
CNT2134005196,2025-12-26,15000,Office,Al Murqabat
CNT2132897604,2025-10-05,107000,1,Al Merkadh
CNT2131549759,2025-04-06,30450,Studio,Jabal Ali Industrial First
CNT2132176569,2025-08-09,60000,Studio,Al Barsha South Fourth
CNT2132966465,2025-10-15,108999,2,Madinat Dubai Almelaheyah
CRT2131278346,2025-06-11,95000,1,Burj Khalifa
CNT2133335237,2025-11-07,19500,Office,Al Khabeesi
CNT2131045525,2025-07-21,61750,1,Al Barsha South Fourth
CNT2134022522,2025-12-20,44000,1,Al Twar Fifth
CNT2130409685,2025-04-08,15000,Office,Al Khabeesi
CRT2133034306,2025-10-12,115000,3,Madinat Hind 4
CNT2132518138,2025-09-05,145000,2,Marsa Dubai
CNT2133760340,2025-12-23,38400,Room in labor camp,Al Ttay
CNT2133310031,2025-09-20,30000,Room in labor camp,Al Goze Third
CNT2127890310,2025-03-01,16500,Office,Trade Center First
CRT2130912776,2025-04-29,40000,Studio,Al Hebiah Fourth
CNT2134197995,2026-01-15,58000,1,Warsan Fourth
CNT2133227315,2025-11-26,135000,Shop,Al Barsha South Third
CNT2131886386,2025-07-21,85000,2,Port Saeed
CNT2133781216,2025-12-10,57750,1,Al Bada
CRT2132713786,2025-09-17,57000,1,Al Jadaf
CNT2132125662,2025-08-01,30000,Office,Al Barsha First
CNT2133326440,2025-11-01,155835,Shop,Al Barsha South Fourth
CNT2134019715,2025-12-29,16000,Office,Al Suq Al Kabeer
CNT2130515667,2025-03-16,145530,3,Al Bada
CNT2130752845,2025-03-18,40000,Office,Al Karama
CNT2133150504,2025-10-18,73500,1,Al Jadaf
CRT2128321686,2025-01-30,90000,1,Marsa Dubai
CRT2132558556,2025-09-01,10000,2,Warsan Fourth
CNT2131987472,2025-06-01,115000,Office,Business Bay
CNT2130140393,2025-03-13,15000,Office,Trade Center Second
CNT2134300204,2026-01-25,45000,Studio,Me'Aisem First
CNT2132150013,2025-08-11,26568,Studio,Al Goze Industrial Second
CNT2132083922,2025-08-02,45000,Shop,Naif
CRT2130121686,2025-03-12,85000,1,Al Barsha South Fourth
CNT2128121932,2025-01-17,15000,Office,Naif
CNT2134312890,2025-11-04,43200,Studio,Al Warsan First
CNT2127756684,2025-01-25,29000,Studio,Al Warqa First
CNT2133981677,2026-01-01,60500,3,Al Suq Al Kabeer
CNT2130885377,2025-04-15,60000,Room in labor camp,Al Goze Industrial Second
CRT2130913366,2025-05-14,140000,Office,Business Bay
CNT2132321502,2025-08-25,45000,1,Wadi Al Safa 2
CNT2132059500,2025-08-02,108000,2,Oud Metha
CRT2128107126,2025-01-15,72000,Warehouse,Al Goze Industrial Third
CRT2132002701,2025-07-01,72000,Studio,Burj Khalifa
CRT2134156216,2026-01-20,150000,2,Al Barsha South Fourth
CNT2134175047,2026-01-13,50000,1,Al Warsan First
CNT2133862840,2025-12-15,20000,Office,Al Baraha
CNT2132707406,2025-09-01,47000,1,Al Hebiah Fifth
CNT2133739826,2025-11-30,42000,Studio,Jabal Ali First
CNT2130999414,2025-05-27,44000,1,Al Goze Industrial Second
CNT2130501033,2025-04-01,120489,Office,Al Thanyah First
CNT2132120171,2025-08-01,180649,Warehouse,Al Kheeran
CRT2132443686,2025-08-27,50000,Studio,Al Barsha South Fifth
CRT2132101816,2025-08-11,175000,2,Um Suqaim Third
CNT2133648102,2025-11-15,73500,1,Al Hamriya
CNT2133910000,2025-12-18,3926,Office,Hor Al Anz
CNT2129463859,2025-02-21,50000,2,Al Mararr
CNT2130635821,2025-04-10,47850,1,Al Hebiah First
CNT2133840200,2025-12-12,15000,Office,Al Karama
CNT2130424679,2025-05-21,42000,2,Al Qusais
CNT2132207426,2025-08-11,15000,Office,Dubai Investment Park Second
CRT2127170716,2025-01-16,95000,2,Mirdif
CRT2129266806,2025-01-25,37500,1,Al Warsan First
CNT2130464426,2025-04-25,57750,2,Hor Al Anz East
CRT2133205336,2025-11-01,80000,1,Al Barsha South Fourth
CRT2132360166,2025-08-23,40000,Studio,Madinat Al Mataar
CNT2132416886,2025-09-02,63945,2,Mirdif
CNT2130198276,2025-02-06,79800,1,Oud Metha
CNT2129997418,2025-03-11,40950,1,Al Goze Industrial Second
CRT2132682546,2025-09-27,180000,2,Marsa Dubai
CRT2133110036,2025-10-04,165000,2,Zaabeel Second
CNT2133328456,2025-10-18,78000,1,Al Thanyah First
CNT2133413973,2025-12-01,110000,Shop,Al Dhagaya
CRT2134006526,2025-12-28,61000,1,Nad Hessa
CNT2129696337,2025-02-15,91000,2,Mankhool
CNT2130390203,2025-04-05,25000,Office,Al Baraha
CNT2127272907,2025-01-28,43050,1,Ras Al Khor Industrial Third
CNT2133471400,2025-12-05,62000,1,Al Jadaf
CNT2131183653,2025-07-05,68000,2,Al Mamzer
CNT2130755880,2025-04-10,37000,Studio,Naif
CNT2130900644,2025-05-14,20000,Office,Al Khabeesi
CNT2130420171,2025-04-08,10000,Office,Al Barsha First
CNT2133579647,2025-11-25,46000,Studio,Al Hebiah Fourth
CNT2130146807,2025-03-01,30000,Office,Hor Al Anz
CNT2132874391,2025-09-14,30000,Room in labor camp,Jabal Ali Industrial First
CNT2132468072,2025-09-10,56500,2,Al Qusais Industrial Fifth
CNT2131041526,2025-05-18,40000,1,Naif
CNT2131320308,2025-06-01,69300,2,Port Saeed
CNT2127478274,2025-01-05,50000,Office,Hor Al Anz East
CRT2132072436,2025-08-07,62000,2,Al Warsan First
CNT2132615454,2025-08-01,182160,Shop,Mirdif
CRT2134288866,2026-01-15,12000,Office,Hatta
CNT2130035788,2025-03-05,15000,Office,Al Khabeesi
CNT2133232675,2025-11-01,55125,1,Al Barsha South Fourth
CNT2133462155,2025-10-01,120000,2,Al Rega
CNT2132331242,2025-08-25,130000,3,Mirdif
CRT2133703546,2025-11-10,31980,Studio,Dubai Investment Park Second
CNT2128274783,2025-01-20,15000,Office,Dubai Investment Park Second
CNT2132083930,2025-08-01,65000,1,Al Yelayiss 2
CNT2129933723,2025-03-03,36000,Shop,Naif
CNT2130980576,2025-06-10,95000,1,Business Bay
CNT2130706514,2025-03-01,40000,1,Al Qusais Industrial Fourth
CNT2126141828,2025-01-05,42171,1,Al Goze Industrial Second
CNT2134220341,2026-01-01,61000,2,Al Warqa First
CNT2131708656,2025-07-01,56700,2,Al Nahda First
CRT2130396356,2025-03-19,100000,2,Al Hebiah First
CRT2128829306,2025-02-20,62000,1,Al Yelayiss 2
CNT2131277651,2025-06-15,17500,Office,Al Wasl
CNT2132279402,2025-08-18,15000,Office,Hor Al Anz
CRT2132222516,2025-08-15,76000,2,Wadi Al Safa 5
CNT2129869346,2025-02-08,34564,1,Al Warsan First
CNT2128527014,2025-01-15,53000,Studio,Al Merkadh
CNT2131858286,2025-06-01,64000,1,Al Barsha First
CNT2133655564,2025-11-27,20000,Office,Al Muteena
CNT2130806636,2025-07-01,62000,Shop,Al Bada
CNT2129917719,2025-02-25,75000,Studio,Business Bay
CNT2130248177,2025-04-01,72000,2,Al Nahda Second
CNT2130325514,2025-04-01,47000,1,Al Barsha First
CRT2130899776,2025-05-05,120000,2,Marsa Dubai
CNT2126080660,2025-03-11,40000,Shop,Al Mararr
CNT2130400663,2025-03-01,33000,Shop,Al Mararr
CNT2132352893,2025-09-01,77000,1,Al Garhoud
CRT2129369916,2025-01-01,46000,2,Naif
CRT2133731556,2025-12-05,27500,Studio,Al Warsan First
CNT2131653140,2025-06-26,48000,Office,Al Qusais Industrial Second
CNT2134192094,2026-01-01,20000,Shop,Hor Al Anz East
CNT2127487727,2025-01-08,65000,1,Jabal Ali First
CNT2133790181,2025-12-15,80000,2,Wadi Al Safa 5
CNT2131772888,2025-07-17,56000,2,Al Warsan First
CRT2132362586,2025-09-01,150000,Office,Business Bay
CRT2133242395,2025-11-01,35000,1,Madinat Al Mataar
CNT2131206596,2025-06-21,70000,2,Jabal Ali First
CNT2127462119,2025-02-15,79800,2,Al Thanyah First
CNT2132302190,2025-09-01,35280,Studio,Al Muteena
CNT2128932289,2025-02-20,39500,1,Wadi Al Safa 5
CNT2134180863,2026-01-10,17000,Office,Al Mararr
CNT2132106597,2025-08-04,15000,Office,Hor Al Anz East
CNT2133022866,2025-02-15,85100,2,Al Thanyah First
CNT2129902042,2025-04-29,63360,1,Al Jadaf
CNT2130955867,2025-05-17,16000,Office,Al Garhoud
CNT2134220803,2025-12-20,39600,1,Al Nahda Second
CNT2127849590,2025-01-15,65000,2,Warsan Fourth
CNT2129785939,2025-02-25,63525,2,Wadi Al Safa 2
CRT2131913906,2025-07-31,90000,1,Al Jadaf
CRT2130374026,2025-03-20,121507,3,Wadi Al Safa 5
CNT2132712740,2025-09-20,42000,1,Al Twar Fifth
CNT2132505929,2025-08-01,74750,Office,Al Ras
CNT2134126221,2026-01-07,20000,Office,Ras Al Khor Industrial Second
CRT2133877166,2025-12-20,55000,1,Al Hebiah Fifth
CRT2132356476,2025-08-19,75000,Studio,Business Bay
CNT2132888445,2025-10-06,70000,1,Al Twar Fifth
CNT2133799618,2025-02-16,72773,2,Jabal Ali First
CNT2133173237,2025-10-14,89225,2,Al Bada
CNT2132516609,2025-09-03,71000,2,Al Warqa First
CRT2133982636,2025-12-01,29000,1,Al Baraha
CRT2133292048,2025-11-01,65000,1,Me'Aisem First
CNT2130576552,2025-04-20,106780,3,Al Thanyah Fifth
CNT2130194835,2025-03-18,15000,Office,Trade Center Second
CNT2133234127,2025-10-16,75075,2,Al Warqa First
CNT2130938286,2025-05-22,150778,4,Mirdif
CNT2129047276,2025-02-05,42000,Studio,Jabal Ali First
CNT2132362054,2025-06-12,35000,1,Al Warsan First
CRT2133394866,2025-11-06,15000,Studio,Port Saeed
CNT2130232357,2025-03-10,120000,3,Al Murqabat
CNT2126876994,2025-01-01,30590,Studio,Al Suq Al Kabeer
CRT2130508056,2025-05-01,65000,1,Al Yelayiss 2
CNT2130385500,2025-04-05,10000,Office,Al Mizhar First
CNT2131798364,2025-06-30,49508,1,Al Barsha South Third
CNT2133869518,2025-12-21,85000,2,Al Yelayiss 2
CRT2134311486,2026-02-01,121500,2,Burj Khalifa
CNT2131355396,2025-06-17,10000,Office,Al Barsha First
CNT2130231280,2025-04-27,38500,Studio,Wadi Al Safa 5
CNT2134307583,2025-12-15,39600,Studio,Warsan Fourth
CNT2128827890,2025-01-31,15000,Office,Dubai Investment Park First
CNT2133812561,2025-12-15,90000,2,Trade Center First
CNT2133307770,2025-12-02,52000,2,Al Qusais Industrial Fifth
CNT2133430913,2025-11-10,72000,2,Al Mamzer
CNT2134085690,2026-01-05,20000,Office,Dubai International Airport
CNT2130382044,2025-03-15,24000,Studio,Naif
CNT2130703969,2025-05-07,80000,1,Al Barsha South Fourth
CNT2132768758,2025-09-25,20000,Office,Al Murqabat
CNT2131877455,2025-07-20,160000,3,Wadi Al Safa 5
CNT2134105498,2026-01-10,45000,2,Al Warsan First
CNT2128447688,2025-01-11,66550,2,Al Karama
CNT2131930594,2025-06-01,37800,Room in labor camp,Al Goze Industrial Second
CNT2131025549,2025-05-28,27561,1,Al Qusais
CNT2129366065,2025-02-10,34500,Studio,Al Raffa
CRT2129069546,2025-02-01,60162,Studio,Al Merkadh
CNT2130057995,2025-03-01,7200,Labor camp,Muhaisanah Second
CNT2129881612,2025-02-25,92600,1,Al-Cornich
CNT2131846037,2025-10-01,94875,Shop,Naif
CRT2129789246,2025-02-01,75000,2,Al Barsha South Fourth
CNT2132324666,2025-09-01,135000,3,Al Yufrah 1
CNT2132615477,2025-09-01,120000,2,Port Saeed
CNT2128822138,2025-01-31,15000,Office,Dubai Investment Park First
CNT2133910611,2025-12-18,15000,Office,Business Bay
CNT2131122890,2025-05-30,36000,Studio,Al Warsan First
CNT2133724683,2025-11-25,34500,Office,Al Mararr
CNT2129186687,2025-02-02,50000,1,Me'Aisem First
CNT2131333582,2025-11-12,71400,2,Mirdif
CNT2130615246,2025-04-25,80000,2,Trade Center First
CNT2133069393,2025-11-25,35500,Studio,Al Suq Al Kabeer
CNT2134220276,2026-01-20,75000,1,Al Satwa
CNT2128572271,2025-01-01,60000,1,Al Karama
CNT2132843244,2025-10-15,100000,1,Business Bay
CRT2134073106,2025-12-15,110000,3,Madinat Al Mataar
CNT2132517610,2025-08-28,61365,1,Mankhool
CNT2134082915,2026-01-01,74600,3,Al Nahda Second
CNT2132792127,2025-10-01,115500,3,Al Murqabat
CNT2130797817,2025-05-06,60000,1,Hor Al Anz
CNT2130264723,2025-07-15,105000,2,Business Bay
CNT2131254901,2025-06-10,16000,Office,Al Garhoud
CRT2130140346,2025-03-13,15000,Office,Hor Al Anz
CNT2132345146,2025-08-20,37191,1,Wadi Al Safa 2
CNT2132875056,2025-10-01,77175,2,Al Barsha South Third
CNT2130006130,2025-03-03,15000,Office,Al Mararr
CNT2129372783,2025-03-01,80000,Shop,Oud Metha
CNT2133977589,2025-12-24,15000,Office,Business Bay
CNT2132174358,2025-08-08,12000,Office,Dubai Investment Park First
CNT2134139671,2026-01-10,20000,Office,Al Mararr
CNT2133170559,2025-11-01,25500,Studio,Al Goze Fourth
CNT2129668853,2025-02-05,96000,2,Al Barsha First
CNT2133666588,2025-12-01,88000,2,Al Murqabat
CNT2132450547,2025-08-30,15000,Office,Al Mararr
CNT2133402011,2025-09-04,66411,2,Dubai Investment Park First
CNT2129939350,2025-02-07,135639,Warehouse,Dubai Investment Park Second
CRT2132515626,2025-08-20,78000,1,Al Merkadh
CNT2132553771,2025-09-09,15000,Office,Saih Shuaib 3
CNT2128522682,2025-02-01,44000,Studio,Jabal Ali First
CNT2131488990,2025-06-23,55000,Shop,Al Mararr
CNT2131256200,2025-06-08,42000,Studio,Jabal Ali Industrial Second
CNT2134066572,2025-12-30,41000,Studio,Warsan Fourth
CNT2130313279,2025-03-27,15000,Office,Al Nahda Second
CRT2132397456,2025-08-27,50000,Studio,Al Merkadh
CNT2128133917,2025-01-18,42000,2,Naif
CRT2132658096,2025-09-15,65000,1,Al Barsha South Fourth
CNT2133913754,2025-12-25,49000,Studio,Al Barsha South Third
CNT2133259766,2025-11-01,40425,1,Al Qusais
CNT2131710597,2025-07-01,75900,Office,Port Saeed
CNT2128109836,2025-01-24,180000,1,Al Wasl
CNT2128536372,2025-01-28,72000,Studio,Al Barsha South Fourth
CNT2132938337,2025-06-05,69932,Office,Dubai Investment Park First
CNT2130020114,2025-03-01,72000,2,Al Qusais Industrial Third
CNT2130160429,2025-03-10,58000,Office,Al Dhagaya
CNT2133204349,2025-10-31,71000,2,Mirdif
CNT2132700003,2025-09-29,48000,1,Al Raffa
CNT2131690920,2025-07-03,15000,Office,Al Suq Al Kabeer
CRT2132995016,2025-11-01,62000,3,Al Raffa
CNT2128803833,2025-01-01,28692,Office,Trade Center First
CNT2128571046,2025-01-20,55000,1,Wadi Al Safa 3
CNT2133777778,2025-12-15,140000,Office,Business Bay
CNT2131233545,2025-06-09,20000,Office,Al Khabeesi
CNT2132561014,2025-09-20,48400,2,Al Warsan First
CNT2127813034,2025-01-15,65000,2,Al Qusais Industrial Second
CRT2134283065,2025-08-27,40000,Studio,Jabal Ali First
CNT2132918143,2025-10-06,15000,Office,Al Khabeesi
CNT2129933406,2025-01-31,82000,1,Trade Center First
CNT2130379706,2025-04-04,16000,Office,Al Garhoud
CNT2133847810,2025-12-13,20000,Office,Al Qusais Industrial Fourth
CNT2133314478,2025-10-17,128800,2,Al Barsha South Fourth
CNT2128131774,2025-01-18,15000,Office,Hor Al Anz East
CNT2133508901,2025-10-26,36225,2,Muhaisanah Fourth
CNT2129824267,2025-02-10,100000,Warehouse,Al Qusais Industrial Second
CNT2131773086,2025-07-15,48000,2,Al Goze Industrial Second
CNT2130610068,2025-04-17,86723,2,Port Saeed
CNT2130570177,2025-04-18,15000,Office,Al Barsha First
CNT2126113812,2025-01-20,60000,2,Al Qusais
CNT2130247856,2025-03-01,27951,Studio,Warsan Fourth
CNT2127454015,2025-03-01,37000,1,Mirdif
CNT2133678343,2025-12-01,40000,Studio,Naif
CNT2129821918,2025-02-24,185500,3,Al Satwa
CNT2130418470,2025-04-01,25300,Studio,Al Baraha
CRT2132974186,2025-10-15,93000,1,Al Merkadh
CNT2131239114,2025-06-09,15000,Office,Hor Al Anz
CNT2130593118,2025-03-15,30000,Office,Eyal Nasser
CNT2131949402,2025-07-27,54120,Shop,Business Bay
CNT2130527728,2025-04-15,120000,1,Al Thanyah Fifth
CNT2133224699,2026-01-01,37353,Studio,Al Rega
CNT2130360935,2025-02-27,37000,1,Madinat Hind 4
CRT2132876666,2025-10-01,105000,1,Marsa Dubai
CNT2132359010,2025-08-12,90000,1,Al Khairan First
CNT2131787025,2025-07-10,144000,3,Trade Center First
CNT2134150015,2026-01-08,76650,2,Al Warqa First
CNT2132543259,2025-09-01,34000,Studio,Al Qusais
CRT2132925476,2025-09-20,145001,2,Al Thanyah Third
CNT2133046055,2025-10-16,17000,Office,Al Baraha
CNT2132046162,2025-07-20,125000,3,Mirdif
CNT2134304427,2026-01-19,10000,Office,Al Karama
CRT2133032756,2025-10-18,85000,2,Al Hebiah Second
CRT2132435776,2025-09-05,60000,1,Al Yelayiss 2
CNT2132891989,2025-10-03,15000,Office,Al Goze Third
CNT2132923704,2025-10-07,20000,Office,Saih Shuaib 2
CNT2129371590,2025-02-01,30429,Studio,Dubai Investment Park First
CRT2133957186,2026-01-01,116000,Shop,Al Suq Al Kabeer
CNT2132388920,2025-08-26,15000,Office,Mankhool
CNT2127566593,2025-01-07,12000,Office,Dubai Investment Park First
CNT2133200393,2025-10-06,47500,Shop,Al Warsan First
CNT2132274050,2025-04-01,61000,2,Al Murqabat
CNT2129639947,2025-02-10,20000,Office,Al Mararr
CNT2133001374,2025-04-20,135000,2,Al Khairan First
CNT2131311567,2025-06-14,20000,Office,Al Muteena
CNT2131746435,2025-07-08,100000,Studio,Business Bay
CNT2132949833,2025-10-16,62000,1,Al Barsha First
CNT2130149039,2025-03-15,62000,Shop,Al Qusais Industrial First
CNT2133834113,2025-12-20,60500,2,Al Raffa
CNT2131567895,2025-07-01,75000,1,Al Barsha South Third
CNT2129967657,2025-03-01,42600,Studio,Wadi Al Safa 7
CNT2133632694,2025-11-26,25000,Office,Dubai Investment Park First
CNT2130043968,2025-02-01,102000,Warehouse,Al Qusais Industrial First
CNT2130635698,2025-05-09,57882,1,Al Thanyah First
CNT2131067203,2025-05-26,15000,Office,Hor Al Anz
CNT2133998296,2026-01-01,160000,1,Al Khairan First
CNT2130236494,2025-03-14,105000,Office,Al Karama
CNT2130383089,2025-02-20,38000,Office,Hor Al Anz
CNT2130270635,2025-03-24,15000,Office,Al Goze Industrial Second
CRT2127231916,2025-01-05,39000,Studio,Al Hebiah Fourth
CNT2132155842,2025-09-07,57000,1,Wadi Al Safa 5
CRT2134113956,2026-01-10,55500,1,Al Barsha South Fourth
CNT2133487090,2025-06-01,69000,2,Al Mamzer
CNT2132896383,2025-11-01,96000,3,Al Murqabat
CNT2129365616,2025-02-10,15000,Office,Dubai Investment Park First
CNT2134033088,2026-01-03,52000,1,Al Hebiah Third
CNT2131184818,2025-05-01,34500,1,Al Raffa
CNT2133351477,2025-11-06,15000,Office,Saih Shuaib 3
CRT2133233026,2025-11-01,40000,Studio,Al Barsha South Fourth
CRT2132559006,2025-08-01,28500,1,Naif
CNT2131164359,2025-06-13,35000,1,Al Qusais Industrial Fifth
CNT2132500442,2025-05-10,95000,1,Al Merkadh
CNT2131084144,2025-05-23,75000,2,Al Mamzer
CNT2134183482,2026-01-10,15000,Office,Al Mararr
CNT2132852501,2025-10-01,18000,Office,Al Mararr
CNT2132451639,2025-09-02,79799,2,Al Wasl
CNT2130237335,2025-04-01,80000,1,Al Barsha First
CNT2130453530,2025-03-01,44470,Shop,Naif
CNT2133440872,2025-11-11,20900,Office,Dubai Investment Park First
CNT2130437642,2025-02-20,55650,2,Al Mamzer
