transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price,area_sqft,Price_Per_SqFt
1-102-2024-87976,Sales,Sell - Pre registration,2024-10-21,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,The Central Downtown-A,The central downtown ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,44.17,713888.0,16162.28,475.44588,1501.5126432476395
1-11-2026-1441,Sales,Sell,2026-01-13,Unit,Flat,Residential,Existing,Al Barsha South Fourth,LUMA PARK VIEWS,Luma Park Views,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,78.89,1366730.0,17324.5,849.1719599999999,1609.485551077311
1-102-2025-101991,Sales,Sell - Pre registration,2025-10-13,Unit,Flat,Residential,Off-Plan,Al Hebiah Second,AZIZI Mirage 1 - TOWER 2,Azizi Mirage 1,Motor City,Dubai Internet City,City Centre Mirdif,Studio,1,33.24,479700.0,14431.41,357.79536,1340.7105111704075
1-11-2025-30643,Sales,Sell,2025-07-21,Unit,Flat,Residential,Existing,Al Safouh First,Hilliana Tower,HILIANA,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,45.01,790000.0,17551.66,484.48763999999994,1630.5885533013807
1-11-2025-6358,Sales,Sell,2025-02-17,Unit,Flat,Residential,Existing,Jabal Ali First,CON 109,Sobha Orbis,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,2,0,130.27,1150000.0,8827.82,1402.22628,820.1244095924375
1-102-2025-37376,Sales,Sell - Pre registration,2025-05-05,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,GUZEL TOWERS,GUZEL TOWERS,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,30.06,519708.0,17289.02,323.56584,1606.189330740229
1-102-2025-128580,Sales,Sell - Pre registration,2025-12-16,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Circle,Binghatti Circle ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,71.09,1186628.0,16691.92,765.21276,1550.7164308133074
1-102-2025-25960,Sales,Sell - Pre registration,2025-03-28,Unit,Flat,Residential,Off-Plan,Al Thanyah Fifth,Diamondz By Danube,Diamondz By Danube ,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,38.91,1104960.0,28397.84,418.82723999999996,2638.223817533931
1-102-2024-42163,Sales,Sell - Pre registration,2024-06-11,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - D,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,62.74,1627545.0,25941.11,675.33336,2409.9875652522187
1-102-2024-5638,Sales,Sell - Pre registration,2024-01-30,Unit,Flat,Residential,Off-Plan,Business Bay,Trillionaire Residences by Binghatti,Trillionaire Residences by Binghatti,Expo 2020 Site,Emirates Towers Metro Station,Dubai Mall,1,1,55.99,1700000.0,30362.56,602.6763599999999,2820.7510910167443
1-11-2024-11280,Sales,Sell,2024-03-27,Unit,Flat,Residential,Existing,Burj Khalifa,YANSOON 3,BLVD HEIGHTS,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,132.22,2650000.0,20042.35,1423.21608,1861.980086678054
1-102-2025-63686,Sales,Sell - Pre registration,2025-07-17,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Golf Meadow,Golf Meadow,Dubai Parks and Resorts,Dubai Internet City,Marina Mall,2,1,99.69,1696888.0,17021.65,1073.06316,1581.3496010803317
1-102-2024-104024,Sales,Sell - Pre registration,2024-12-12,Unit,Flat,Residential,Off-Plan,Al Yelayiss 2,Berkshire Park,Berkshire Park,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,63.49,970888.0,15291.98,683.40636,1420.6598838208063
1-102-2025-59452,Sales,Sell - Pre registration,2025-07-08,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,Forum Heights,FH Residency,Sports City Swimming Academy,Damac Properties,Marina Mall,1,1,64.35,916863.0,14248.07,692.6633999999999,1323.6775611357552
1-102-2026-4503,Sales,Sell - Pre registration,2026-01-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,PEARL HOUSE IV BY IMTIAZ,PEARL HOUSE IV BY IMTIAZ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2,1,112.75,1681505.0,14913.57,1213.6409999999998,1385.5044448893868
1-11-2024-25632,Sales,Sell,2024-07-11,Unit,Flat,Residential,Existing,Al Thanyah Fifth,V3 TOWER,V3,Burj Al Arab,Damac Properties,Marina Mall,1,1,78.6,890000.0,11323.16,846.0503999999999,1051.9467870944807
1-11-2025-42463,Sales,Sell,2025-10-13,Unit,Flat,Residential,Existing,Marsa Dubai,MARINA ARCADE,MARINA ARCADE,Burj Al Arab,Mina Seyahi,Marina Mall,2,1,153.59,2065000.0,13444.89,1653.2427599999999,1249.060361830951
1-102-2024-3873,Sales,Sell - Pre registration,2024-01-22,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,LUXOR TOWER BY IMTIAZ,Luxur Tower By Imtiaz,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,67.74,975000.0,14393.27,729.1533599999999,1337.167259299196
1-102-2024-57785,Sales,Sell - Pre registration,2024-08-07,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Skyhills Residences - 1,Skyhills Residences,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,41.47,710281.0,17127.59,446.38307999999995,1591.191583695332
1-102-2025-33282,Sales,Sell - Pre registration,2025-04-22,Unit,Flat,Residential,Off-Plan,Al Hebiah Fourth,SAMANA GOLF VIEWS,Samana Golf Views,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2,1,114.55,1637820.0,14297.86,1233.0161999999998,1328.3037157176038
1-102-2024-35144,Sales,Sell - Pre registration,2024-05-23,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Skyhills Residences - 2,Skyhills Residences,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,41.61,767121.0,18435.98,447.89003999999994,1712.744047623832
1-102-2024-22423,Sales,Sell - Pre registration,2024-04-08,Unit,Flat,Residential,Off-Plan,Zaabeel First,Address Residences Zabeel Tower 4,Address Residences Zabeel,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,1,1,71.26,2221888.0,31180.02,767.04264,2896.69424375156
1-11-2025-20139,Sales,Sell,2025-05-14,Unit,Flat,Residential,Existing,Al Hebiah Third,Golf Promenade 4 - B,DAMAC HILLS - GOLF PROMENADE,Motor City,Business Bay Metro Station,Dubai Mall,Studio,1,45.41,512639.0,11289.12,488.7932399999999,1048.7849627380283
1-102-2025-132012,Sales,Sell - Pre registration,2025-12-24,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,Business Bay Metro Station,City Centre Mirdif,1,1,80.9,1165999.0,14412.84,870.8076,1338.9857874460445
1-11-2024-15919,Sales,Sell,2024-05-08,Unit,Flat,Residential,Existing,Al Hebiah Fourth,EAGLE HEIGHTS,EAGLE HEIGHTS,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,38.01,350000.0,9208.1,409.13963999999993,855.4536539163012
1-102-2025-22111,Sales,Sell - Pre registration,2025-03-18,Unit,Flat,Residential,Off-Plan,Al Merkadh,Azizi Riviera 67,AZIZI RIVIERA 67,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,34.01,864435.0,25417.08,366.08363999999995,2361.304646118576
1-102-2025-97822,Sales,Sell - Pre registration,2025-10-02,Unit,Flat,Residential,Off-Plan,Um Suqaim Third,Al Jazi 1,Al Jazi - Madinat Jumeriah Living ,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1,1,90.3,2012028.0,22281.59,971.9891999999999,2070.0106544393707
1-102-2025-97451,Sales,Sell - Pre registration,2025-10-01,Unit,Flat,Residential,Off-Plan,Dubai Investment Park Second,DAMAC Riverside Views - Capri 1 -E,DAMAC RIVERSIDE VIEWS - CAPRI 1 ,Hamdan Sports Complex,Emirates Towers Metro Station,Dubai Mall,1,1,66.45,1024000.0,15410.08,715.2678,1431.6316210515838
1-11-2024-18061,Sales,Sell,2024-05-22,Unit,Flat,Residential,Existing,Marsa Dubai,TIME PLACE TOWER,DD BOULEVARD CENTRAL,Burj Al Arab,Dubai Marina,Marina Mall,1,1,73.07,1105000.0,15122.49,786.5254799999999,1404.9131631438058
1-102-2024-50397,Sales,Sell - Pre registration,2024-07-16,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Palace Residences Dubai Hills Estate Building 3,Palace Residences Dubai Hills Estate,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,69.13,1764888.0,25529.99,744.1153199999999,2371.7936623049236
1-102-2025-133280,Sales,Sell - Pre registration,2025-12-26,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Binghatti Hillviews,Binghatti Hillviews,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,52.71,929000.0,17624.74,567.37044,1637.3782180122037
1-102-2024-100936,Sales,Sell - Pre registration,2024-12-02,Unit,Flat,Residential,Off-Plan,Al Kifaf,Park Views Residences A,Park Views Residences A,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2,1,105.83,2317777.0,21900.94,1139.15412,2034.6474276895915
1-102-2025-133197,Sales,Sell - Pre registration,2025-12-26,Unit,Flat,Residential,Off-Plan,Al Jadaf,Binghatti Pinnacle,Binghatti Pinnacle,Downtown Dubai,Healthcare City Metro Station,Dubai Mall,3,1,159.75,3809999.0,23849.76,1719.549,2215.696673953461
1-102-2024-80551,Sales,Sell - Pre registration,2024-10-03,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,HILLMONT RESIDENCES BY ELLINGTON,HILLMONT RESIDENCES BY ELLINGTON,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,81.35,1365828.0,16789.53,875.6513999999999,1559.785092560807
1-11-2024-4592,Sales,Sell,2024-02-08,Unit,Flat,Residential,Existing,Marsa Dubai,OCEAN HEIGHTS,OCEAN HEIGHTS,Burj Al Arab,Mina Seyahi,Marina Mall,1,1,102.47,1425000.0,13906.51,1102.9870799999999,1291.9462302314548
1-102-2025-226,Sales,Sell - Pre registration,2025-01-06,Unit,Flat,Residential,Off-Plan,Nad Hessa,OASIZ 1 by Danube,Oasiz 1 by Danube,IMG World Adventures,Creek Metro Station,Dubai Mall,Studio,1,35.41,750000.0,21180.46,381.1532399999999,1967.7125137385692
1-102-2025-75319,Sales,Sell - Pre registration,2025-08-15,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - B,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,51.25,1160000.0,22634.15,551.655,2102.7635025514137
1-102-2025-102991,Sales,Sell - Pre registration,2025-10-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,Binghatti Flare 01,Binghatti Flare 01,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2,1,179.79,2299999.0,12792.7,1935.2595599999997,1188.470553272968
1-11-2024-21480,Sales,Sell,2024-06-11,Unit,Flat,Residential,Existing,Al Hebiah Third,DAMAC HILLS - CARSON (A),DAMAC HILLS - CARSON ,Motor City,Jumeirah Beach Residency,Marina Mall,1,1,71.29,740000.0,10380.14,767.3655600000001,964.3383005096032
1-11-2025-1011,Sales,Sell,2025-01-09,Unit,Flat,Residential,Existing,Jabal Ali First,THE NOOK 2-1,The Nook,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,2,1,69.31,1100000.0,15870.73,746.05284,1474.426395856894
1-102-2025-42119,Sales,Sell - Pre registration,2025-05-19,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,ONE PARK SQUARE BY IMAN,ONE PARK SQUARE BY IMAN,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,73.34,1097636.0,14966.4,789.4317599999999,1390.4127698130617
1-11-2025-40338,Sales,Sell,2025-09-29,Unit,Flat,Residential,Existing,Marsa Dubai,Bahar 6,The Valley - Vindera,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1,1,70.72,1700000.0,24038.46,761.2300799999999,2233.2275676757286
1-102-2025-51915,Sales,Sell - Pre registration,2025-06-17,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Al Waha 32,Expo City Al Waha Residences 02,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2,1,114.95,3155000.0,27446.72,1237.3218,2549.862129641618
1-11-2025-13805,Sales,Sell,2025-04-07,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Mayas Geneva,Mayas Geneva,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,88.67,1000000.0,11277.77,954.4438799999999,1047.7305381223673
1-102-2024-106681,Sales,Sell - Pre registration,2024-12-20,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Binghatti Hills - 2,Binghatti Hills ,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,83.59,1200000.0,14355.78,899.76276,1333.6848926710416
1-102-2025-121645,Sales,Sell - Pre registration,2025-11-27,Unit,Flat,Residential,Off-Plan,Al Hebiah Fourth,ASPIRZ By Danube,ASPIRZ By Danube,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,36.13,867353.0,24006.45,388.90332,2230.2535241920796
1-102-2025-120135,Sales,Sell - Pre registration,2025-11-24,Unit,Flat,Residential,Off-Plan,Palm Deira,ELLINGTON SANDS II - TOWER A,ELLINGTON SANDS II,Dubai Parks and Resorts,Emirates Towers Metro Station,Dubai Mall,1,1,74.52,2203828.0,29573.64,802.1332799999999,2747.4586268257067
1-102-2024-91344,Sales,Sell - Pre registration,2024-10-29,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower A,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,49.96,1008319.0,20182.53,537.76944,1875.0024173928514
1-102-2025-65805,Sales,Sell - Pre registration,2025-07-23,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Skyrise - TOWER C,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1,1,87.16,2209999.0,25355.66,938.1902399999999,2355.5979435471427
1-102-2025-10953,Sales,Sell - Pre registration,2025-02-11,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Golf Dale - Tower 2,Golf Dale,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,130.08,2351888.0,18080.32,1400.18112,1679.7026944628421
1-102-2025-63149,Sales,Sell - Pre registration,2025-07-16,Unit,Flat,Residential,Off-Plan,Business Bay,Peninsula One,Peninsula One,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1,1,33.83,651300.0,19252.14,364.14611999999994,1788.567732096116
1-102-2025-48186,Sales,Sell - Pre registration,2025-06-04,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Coventry Gardens,Coventry Gardens,IMG World Adventures,Dubai Internet City,Mall of the Emirates,1,1,74.51,888280.0,11921.62,802.02564,1107.5456390646066
1-102-2025-33147,Sales,Sell - Pre registration,2025-04-21,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 4,MAG 330,MAG 330,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,92.37,1260000.0,13640.79,994.27068,1267.2605411637
1-102-2025-14185,Sales,Sell - Pre registration,2025-02-24,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Azizi Venice 12 - Building A,azizi venice 12,Burj Al Arab,Marina Towers,Marina Mall,Studio,1,35.19,650000.0,18471.16,378.78515999999996,1716.0123168500056
1-102-2024-91279,Sales,Sell - Pre registration,2024-10-29,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Building 5 - JADE,Verdes by Haven 1,Hamdan Sports Complex,Emirates Towers Metro Station,Dubai Mall,1,1,74.55,1212313.0,16261.74,802.4562,1510.7528610284276
1-11-2025-11744,Sales,Sell,2025-03-24,Unit,Flat,Residential,Existing,Marsa Dubai,Orra Marina,ORRA MARINA,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2,1,1.21,16465.0,13607.44,13.024439999999998,1264.161837284367
1-11-2024-44282,Sales,Sell,2024-11-15,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Orchidea,Laya Mansion,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,38.28,505000.0,13192.27,412.04591999999997,1225.591555426638
1-102-2025-93751,Sales,Sell - Pre registration,2025-09-24,Unit,Flat,Residential,Off-Plan,Warsan Fourth,Glorious Central Residences,Glorious Central Residences,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,1,40.58,570000.0,14046.33,436.80312,1304.9357339755265
1-102-2024-26301,Sales,Sell - Pre registration,2024-04-29,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Parkside Hills,Parkside Hills,Expo 2020 Site,Business Bay Metro Station,Dubai Mall,2,1,99.14,2204888.0,22240.15,1067.14296,2066.1599079471043
1-102-2025-33205,Sales,Sell - Pre registration,2025-04-21,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Cove Edition Residence 4 by Imtiaz,Cove Edition Residence 4 By Imtiaz ,IMG World Adventures,Business Bay Metro Station,Dubai Mall,Studio,1,38.68,692550.0,17904.62,416.35152,1663.3780993522012
1-11-2024-35113,Sales,Sell,2024-09-19,Unit,Flat,Residential,Existing,Al Merkadh,Sobha Hartland Waves,Sobha Hartland Waves,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,47.84,1150000.0,24038.46,514.94976,2233.2275676757286
1-102-2025-115854,Sales,Sell - Pre registration,2025-11-14,Unit,Flat,Residential,Off-Plan,Al Khairan First,Lyvia by Palace,Lyvia by Palace,Hamdan Sports Complex,Business Bay Metro Station,Dubai Mall,1,1,71.97,2170888.0,30163.79,774.68508,2802.2845102425363
1-102-2025-66954,Sales,Sell - Pre registration,2025-07-25,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,CHELSEA RESIDENCES 2 BY DAMAC TOWER-B,CHELSEA RESIDENCES 2 BY DAMAC,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1,1,71.94,2354000.0,32721.71,774.3621599999999,3039.9212688801845
1-11-2024-49346,Sales,Sell,2024-12-20,Unit,Flat,Residential,Existing,Wadi Al Safa 5,Maya 2,DAMAC RIVERSIDE - IVY,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,Studio,1,49.76,390000.0,7837.62,535.61664,728.132718206813
1-102-2024-47925,Sales,Sell - Pre registration,2024-07-05,Unit,Flat,Residential,Off-Plan,Business Bay,Rove Home Marasi Drive,Rove Home Marasi Drive,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1,1,55.29,1565652.0,28317.09,595.1415599999999,2630.7220083907437
1-11-2025-32545,Sales,Sell,2025-08-04,Villa,Villa,Residential,Existing,Wadi Al Safa 7,Beach Walk Residences 4 by Imtiaz,Rukan 3,Dubai Cycling Course,Emirates Towers Metro Station,Mall of the Emirates,1,0,52.86,950000.0,17972.0,568.9850399999999,1669.639679805993
1-102-2025-9869,Sales,Sell - Pre registration,2025-02-07,Unit,Flat,Residential,Off-Plan,Marsa Dubai,Franck Muller Vanguard,Franck muller Vanguard ,Burj Al Arab,Marina Towers,Marina Mall,Studio,1,54.93,1466888.0,26704.68,591.26652,2480.9251841284704
1-102-2024-58737,Sales,Sell - Pre registration,2024-08-09,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,ALTAI TOWER,ALTAI TOWER,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1,1,57.43,777922.0,13545.57,618.17652,1258.4140206425182
1-102-2025-120128,Sales,Sell - Pre registration,2025-11-24,Unit,Flat,Residential,Off-Plan,Bukadra,Skyvue Spectra,Skyvue,IMG World Adventures,Nakheel Metro Station,Marina Mall,2,1,115.07,3096525.0,26909.92,1238.6134799999998,2499.9929760170226
1-102-2024-54637,Sales,Sell - Pre registration,2024-07-26,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Phoenix,Binghatti Phoenix,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.9,717098.0,17972.41,429.48359999999997,1669.674930544496
1-102-2025-49464,Sales,Sell - Pre registration,2025-06-11,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Palatium Residences,Palatium Residences,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3,1,117.55,1600151.0,13612.51,1265.3082,1264.6333912954963
1-11-2025-17351,Sales,Sell,2025-04-28,Unit,Flat,Residential,Existing,Al Hebiah Third,DAMAC HILLS - ARTESIA TOWER C,DAMAC HILLS - ARTESIA,Motor City,Emirates Towers Metro Station,Dubai Mall,1,1,75.85,1000000.0,13183.92,816.4493999999999,1224.8156468729112
1-102-2024-4586,Sales,Sell - Pre registration,2024-01-24,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,MAGNOLIA,MAGNOLIA,Sports City Swimming Academy,Damac Properties,Marina Mall,Penthouse,0,91.69,631250.0,6884.61,986.95116,639.5959856818042
1-11-2024-23735,Sales,Sell,2024-07-01,Unit,Flat,Residential,Existing,Marsa Dubai,DAMAC HEIGHTS,DAMAC HEIGHTS,Burj Al Arab,Marina Towers,Marina Mall,2,1,135.28,2800000.0,20697.81,1456.15392,1922.8736478627204
1-102-2024-83288,Sales,Sell - Pre registration,2024-10-08,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Oxford Terraces 2,OXFORD TERRACES 2,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,19.63,241250.0,12289.86,211.29731999999998,1141.7560809573922
1-102-2024-10095,Sales,Sell - Pre registration,2024-02-20,Unit,Flat,Residential,Off-Plan,Bukadra,330 Riverside Crescent,330 Riverside Crescent,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,78.99,1870528.0,23680.57,850.2483599999999,2199.9783686733604
1-102-2025-85263,Sales,Sell - Pre registration,2025-09-08,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Phantom,Binghatti Phantom,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,73.47,1729999.0,23547.01,790.8310799999999,2187.570827388322
1-102-2025-11191,Sales,Sell - Pre registration,2025-02-12,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Samana Barari Lagoons,Samana Barari Lagoons,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,69.43,1132641.0,16313.42,747.34452,1515.554031225117
1-102-2025-67144,Sales,Sell - Pre registration,2025-07-29,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,LEVEN RESIDENCES,LEVEN RESIDENCES,Sports City Swimming Academy,Damac Properties,Marina Mall,1,1,62.63,1066758.0,17032.7,674.14932,1582.3764385017848
1-102-2025-34233,Sales,Sell - Pre registration,2025-04-24,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Skyrise - TOWER C,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,43.26,1150000.0,26583.45,465.65063999999995,2469.6626638374214
1-11-2026-813,Sales,Sell,2026-01-08,Unit,Flat,Residential,Existing,Al Hebiah Third,DAMAC HILLS - GOLF HORIZON - TOWER A,DAMAC HILLS - GOLF HORIZON ,Motor City,Damac Properties,Marina Mall,1,1,78.68,1125000.0,14298.42,846.91152,1328.3560011085929
1-11-2025-50039,Sales,Sell,2025-11-27,Unit,Flat,Residential,Existing,Warsan Fourth,AL JAWZAA- A,AL JAWZAA,Burj Al Arab,Rashidiya Metro Station,City Centre Mirdif,1,1,41.95,315000.0,7508.94,451.5498,697.5974742985159
1-102-2024-11651,Sales,Sell - Pre registration,2024-02-27,Unit,Flat,Residential,Off-Plan,Al Khairan First,Creek Waters,Creek Waters,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2,1,110.75,2450000.0,22121.9,1192.1129999999998,2055.1742997517854
1-102-2024-90823,Sales,Sell - Pre registration,2024-10-28,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Ocean Views - Building B,Ocean Views,IMG World Adventures,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2,1,113.16,2668549.0,23582.09,1218.05424,2190.8293673358917
1-102-2024-46350,Sales,Sell - Pre registration,2024-06-28,Unit,Flat,Residential,Off-Plan,Al Khairan First,Creek Waters,Creek Waters,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2,1,113.0,2600000.0,23008.85,1216.3319999999999,2137.5742807062547
1-102-2024-66541,Sales,Sell - Pre registration,2024-08-30,Unit,Flat,Residential,Off-Plan,Al Hebiah Fifth,LAGOON VIEWS 10 - TOWER A,DAMAC LAGOONS - LAGOON VIEWS 10,Dubai Cycling Course,Emirates Towers Metro Station,Dubai Mall,2,1,106.38,2200000.0,20680.58,1145.07432,1921.2726733754714
1-102-2025-948,Sales,Sell - Pre registration,2025-01-08,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Samana IBIZA,Samana IBIZA,IMG World Adventures,Business Bay Metro Station,Mall of the Emirates,Studio,1,42.24,763625.0,18078.24,454.67136,1679.5097892244632
1-11-2025-17463,Sales,Sell,2025-04-28,Unit,Flat,Residential,Existing,Business Bay, LOFTS T EAST,Hammock Park,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,69.21,2150000.0,31064.88,744.9764399999999,2885.997307512168
1-102-2024-50279,Sales,Sell - Pre registration,2024-07-16,Unit,Flat,Residential,Off-Plan,Marsa Dubai,AETERNITAS TOWER,Aeternitas Tower,Burj Al Arab,Marina Towers,Marina Mall,2,1,133.42,3550000.0,26607.7,1436.13288,2471.9161084871203
1-102-2024-109013,Sales,Sell - Pre registration,2024-12-27,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,WESTWOOD GRANDE II BY IMTIAZ,Westwood Grande II By Imtiaz,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,41.4,650000.0,15700.48,445.6296,1458.6104693225047
1-11-2025-40176,Sales,Sell,2025-09-29,Unit,Flat,Residential,Existing,Al Hebiah Fifth,AL THAMAM 13,REMRAAM,Motor City,Business Bay Metro Station,Dubai Mall,3,1,137.64,1650000.0,11987.79,1481.5569599999997,1113.6932595558123
1-102-2025-97803,Sales,Sell - Pre registration,2025-10-02,Unit,Flat,Residential,Off-Plan,Me'Aisem First,Binghatti Elite,Binghatti Elite,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,35.28,550000.0,15589.57,379.75392,1448.3063137307445
1-102-2025-121457,Sales,Sell - Pre registration,2025-11-26,Unit,Flat,Residential,Off-Plan,Al Hebiah Third,DAMAC DISTRICT TOWER A,DAMAC DISTRICT,Motor City,Business Bay Metro Station,City Centre Mirdif,2,1,99.07,1855000.0,18724.13,1066.3894799999998,1739.5145345957467
1-102-2025-77270,Sales,Sell - Pre registration,2025-08-19,Unit,Flat,Residential,Off-Plan,Al Thanyah Fifth,MBL Signature,MBL Signature,Burj Al Arab,Damac Properties,Marina Mall,1,1,84.69,2111144.0,24927.9,911.6031599999999,2315.858580393688
